,ranker,player,pos,age,team_id,g,gs,mp,fg_per_mp,fga_per_mp,fg_pct,fg3_per_mp,fg3a_per_mp,fg3_pct,fg2_per_mp,fg2a_per_mp,fg2_pct,ft_per_mp,fta_per_mp,ft_pct,orb_per_mp,drb_per_mp,trb_per_mp,ast_per_mp,stl_per_mp,blk_per_mp,tov_per_mp,pf_per_mp,pts_per_mp,player_link,team_id_link
0,1,Steven Adams,C,26,OKC,29,29,806,6.5,10.5,.619,0.0,0.0,.000,6.5,10.5,.621,2.0,3.9,.511,4.4,8.1,12.6,3.5,0.8,1.6,2.0,2.5,15.1,/players/a/adamsst01.html,/teams/OKC/2020.html
1,2,Bam Adebayo,C,22,MIA,32,32,1098,6.1,10.8,.564,0.0,0.3,.111,6.1,10.5,.576,4.2,6.1,.686,2.7,8.4,11.0,4.8,1.5,1.3,2.9,2.8,16.4,/players/a/adebaba01.html,/teams/MIA/2020.html
2,3,LaMarcus Aldridge,C,34,SAS,29,29,953,8.7,16.9,.512,0.9,2.2,.404,7.8,14.7,.528,3.2,3.8,.832,2.3,5.9,8.2,2.6,0.7,2.1,1.6,2.5,21.3,/players/a/aldrila01.html,/teams/SAS/2020.html
3,4,Nickeil Alexander-Walker,SG,21,NOP,27,0,341,5.8,17.1,.340,3.1,9.0,.341,2.7,8.1,.338,1.2,1.7,.688,0.4,5.4,5.8,4.9,1.0,0.4,2.7,3.3,15.8,/players/a/alexani01.html,/teams/NOP/2020.html
4,5,Grayson Allen,SG,24,MEM,19,0,347,5.9,13.6,.435,2.9,7.4,.394,3.0,6.2,.483,2.1,2.4,.870,0.3,4.7,5.0,3.0,0.5,0.1,2.0,2.8,16.8,/players/a/allengr01.html,/teams/MEM/2020.html
5,6,Jarrett Allen,C,21,BRK,31,28,823,6.4,9.7,.658,0.0,0.1,.000,6.4,9.6,.664,3.7,5.9,.634,4.9,9.2,14.1,1.8,1.0,1.9,1.6,3.3,16.5,/players/a/allenja01.html,/teams/BRK/2020.html
6,7,Kadeem Allen,SG,27,NYK,2,0,18,6.0,14.0,.429,6.0,10.0,.600,0.0,4.0,.000,0.0,0.0,,0.0,0.0,0.0,4.0,2.0,0.0,4.0,4.0,18.0,/players/a/allenka01.html,/teams/NYK/2020.html
7,8,Al-Farouq Aminu,PF,29,ORL,18,2,380,2.4,8.1,.291,0.9,3.4,.250,1.5,4.7,.320,1.8,2.7,.655,2.3,6.0,8.2,2.0,1.7,0.8,1.6,2.6,7.4,/players/a/aminual01.html,/teams/ORL/2020.html
8,9,Kyle Anderson,PF,26,MEM,28,2,511,4.4,9.4,.466,0.4,1.7,.208,4.0,7.7,.523,1.6,2.6,.622,2.2,6.4,8.6,4.7,1.3,1.0,1.8,3.0,10.7,/players/a/anderky01.html,/teams/MEM/2020.html
9,10,Ryan Anderson,PF,31,HOU,2,0,14,5.1,18.0,.286,2.6,12.9,.200,2.6,5.1,.500,0.0,0.0,,0.0,18.0,18.0,5.1,2.6,0.0,2.6,2.6,12.9,/players/a/anderry01.html,/teams/HOU/2020.html
10,11,Giannis Antetokounmpo,PF,25,MIL,31,31,963,13.2,23.7,.554,1.9,5.9,.327,11.2,17.8,.630,7.1,12.0,.597,3.1,11.9,15.0,6.6,1.5,1.4,4.2,3.6,35.4,/players/a/antetgi01.html,/teams/MIL/2020.html
11,12,Kostas Antetokounmpo,PF,22,LAL,2,0,3,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,/players/a/antetko01.html,/teams/LAL/2020.html
12,13,Thanasis Antetokounmpo,SF,27,MIL,8,0,40,8.1,13.5,.600,0.0,0.9,.000,8.1,12.6,.643,3.6,7.2,.500,4.5,0.9,5.4,5.4,0.9,0.9,2.7,4.5,19.8,/players/a/antetth01.html,/teams/MIL/2020.html
13,14,Carmelo Anthony,PF,35,POR,18,18,561,6.9,16.6,.417,1.8,4.5,.400,5.1,12.1,.423,2.8,3.5,.815,1.3,6.0,7.3,1.3,1.3,0.9,2.4,3.6,18.5,/players/a/anthoca01.html,/teams/POR/2020.html
14,15,OG Anunoby,SF,22,TOR,32,32,947,5.3,10.8,.493,1.6,4.6,.344,3.7,6.2,.605,1.1,1.8,.625,1.3,5.7,7.0,1.9,1.3,1.0,1.6,3.1,13.4,/players/a/anunoog01.html,/teams/TOR/2020.html
15,16,Ryan Arcidiacono,PG,25,CHI,33,0,497,3.2,8.3,.383,2.0,5.0,.406,1.2,3.3,.348,1.3,1.7,.750,1.0,3.0,4.0,3.6,1.0,0.1,1.3,3.9,9.7,/players/a/arcidry01.html,/teams/CHI/2020.html
16,17,Trevor Ariza,SF,34,SAC,24,0,568,2.9,7.7,.372,2.0,5.6,.348,0.9,2.0,.438,0.8,1.0,.800,1.0,5.8,6.8,2.1,1.5,0.4,1.3,2.7,8.4,/players/a/arizatr01.html,/teams/SAC/2020.html
17,18,D.J. Augustin,PG,32,ORL,32,6,824,4.5,11.5,.395,1.6,4.8,.339,2.9,6.7,.435,3.3,3.7,.905,0.6,2.7,3.3,6.4,0.9,0.0,1.7,1.6,14.0,/players/a/augusdj01.html,/teams/ORL/2020.html
18,19,Deandre Ayton,C,21,PHO,2,2,58,11.2,20.5,.545,0.0,0.0,,11.2,20.5,.545,0.0,0.6,.000,6.2,8.1,14.3,1.9,0.6,3.1,1.2,2.5,22.3,/players/a/aytonde01.html,/teams/PHO/2020.html
19,20,Dwayne Bacon,SG,24,CHO,25,10,409,4.4,14.3,.309,0.9,4.0,.222,3.5,10.3,.342,2.1,3.1,.686,0.9,4.0,4.9,2.6,1.5,0.2,1.8,2.8,11.8,/players/b/bacondw01.html,/teams/CHO/2020.html
21,21,Marvin Bagley,PF,20,SAC,9,3,212,8.5,18.5,.459,0.5,2.4,.214,8.0,16.1,.495,3.4,4.2,.800,3.1,7.5,10.5,1.0,0.7,1.4,2.2,4.4,20.9,/players/b/baglema01.html,/teams/SAC/2020.html
22,22,Lonzo Ball,PG,22,NOP,26,17,737,5.1,13.4,.383,2.8,7.7,.361,2.3,5.7,.414,0.7,1.5,.500,1.5,5.0,6.5,6.6,1.6,0.3,3.3,2.3,13.8,/players/b/balllo01.html,/teams/NOP/2020.html
23,23,Mo Bamba,C,21,ORL,28,0,436,5.5,12.3,.450,1.7,4.5,.364,3.9,7.8,.500,0.8,1.2,.667,3.5,8.4,11.9,1.4,0.7,3.1,2.3,4.5,13.5,/players/b/bambamo01.html,/teams/ORL/2020.html
24,24,J.J. Barea,PG,35,DAL,8,0,111,9.4,20.4,.460,4.5,8.1,.560,4.9,12.3,.395,1.3,1.3,1.000,0.6,3.2,3.9,7.1,0.6,0.3,2.3,1.9,24.6,/players/b/bareajo01.html,/teams/DAL/2020.html
25,25,Harrison Barnes,PF,27,SAC,33,33,1162,5.3,12.1,.439,1.4,4.0,.341,4.0,8.1,.487,3.7,4.6,.804,1.1,4.2,5.4,2.2,0.7,0.2,1.4,1.2,15.7,/players/b/barneha02.html,/teams/SAC/2020.html
26,26,RJ Barrett,SG,19,NYK,32,32,1013,5.9,15.1,.389,1.3,4.0,.321,4.6,11.1,.413,2.6,4.8,.552,1.2,4.8,6.0,3.2,1.2,0.5,2.5,2.5,15.6,/players/b/barrerj01.html,/teams/NYK/2020.html
27,27,Will Barton,SF,29,DEN,30,30,988,6.2,13.6,.460,1.8,4.7,.377,4.4,8.8,.504,1.9,2.5,.739,1.7,5.8,7.5,3.9,1.3,0.4,1.6,2.2,16.1,/players/b/bartowi01.html,/teams/DEN/2020.html
28,28,Keita Bates-Diop,SF,24,MIN,19,0,334,5.0,10.8,.460,2.2,5.5,.392,2.8,5.3,.531,1.7,2.5,.696,1.0,4.1,5.1,0.9,0.9,0.8,0.6,1.7,13.8,/players/b/bateske01.html,/teams/MIN/2020.html
29,29,Nicolas Batum,SF,31,CHO,16,2,357,2.0,5.4,.370,1.1,3.6,.306,0.9,1.8,.500,0.6,0.6,1.000,1.8,4.7,6.6,4.8,1.3,0.8,1.9,3.2,5.7,/players/b/batumni01.html,/teams/CHO/2020.html
30,30,Aron Baynes,C,33,PHO,23,17,549,7.7,14.6,.525,2.2,6.0,.370,5.4,8.6,.634,2.1,2.9,.727,2.2,6.2,8.4,3.3,0.3,1.0,1.9,5.8,19.7,/players/b/baynear01.html,/teams/PHO/2020.html
31,31,Kent Bazemore,SF,30,POR,33,11,812,3.9,10.9,.362,2.0,5.5,.363,2.0,5.4,.361,1.9,2.3,.827,0.4,5.3,5.7,2.1,1.4,1.1,2.2,4.2,11.8,/players/b/bazemke01.html,/teams/POR/2020.html
32,32,Darius Bazley,PF,19,OKC,32,5,554,3.0,8.4,.357,1.4,4.6,.310,1.6,3.8,.414,0.8,1.3,.650,0.7,7.1,7.8,1.1,0.8,1.4,1.9,2.2,8.3,/players/b/bazleda01.html,/teams/OKC/2020.html
33,33,Bradley Beal,SG,26,WAS,30,30,1099,9.3,21.4,.436,2.5,8.0,.317,6.8,13.4,.507,6.2,7.4,.828,1.1,3.6,4.7,6.6,1.1,0.3,3.3,2.4,27.4,/players/b/bealbr01.html,/teams/WAS/2020.html
34,34,Malik Beasley,SG,23,DEN,25,0,397,5.9,14.9,.396,3.0,7.6,.393,2.9,7.3,.400,0.6,0.8,.778,0.5,2.8,3.4,2.3,1.0,0.4,1.9,2.5,15.4,/players/b/beaslma01.html,/teams/DEN/2020.html
35,35,Marco Belinelli,SG,33,SAS,29,0,468,4.5,12.5,.356,2.2,6.5,.345,2.2,6.1,.367,1.7,2.3,.733,0.1,3.6,3.7,2.7,0.5,0.0,0.8,1.8,12.8,/players/b/belinma01.html,/teams/SAS/2020.html
36,36,Jordan Bell,C,25,MIN,18,0,181,4.8,9.0,.533,0.0,1.0,.000,4.8,8.0,.600,3.2,5.0,.640,4.4,7.8,12.1,2.4,0.4,1.8,3.0,2.6,12.7,/players/b/belljo01.html,/teams/MIN/2020.html
37,37,DeAndre' Bembry,SG,25,ATL,32,4,720,4.2,9.0,.467,0.6,2.3,.255,3.6,6.6,.541,1.0,1.9,.513,1.5,4.8,6.4,3.5,2.0,0.7,2.3,3.0,10.0,/players/b/bembrde01.html,/teams/ATL/2020.html
38,38,Dragan Bender,SF,22,MIL,3,0,29,7.4,9.9,.750,2.5,5.0,.500,5.0,5.0,1.000,1.2,1.2,1.000,0.0,2.5,2.5,3.7,0.0,2.5,1.2,7.4,18.6,/players/b/bendedr01.html,/teams/MIL/2020.html
39,39,Dāvis Bertāns,PF,27,WAS,28,4,839,6.1,13.6,.449,4.5,10.4,.434,1.6,3.2,.500,1.8,2.0,.894,1.1,4.8,5.9,2.1,0.8,0.8,0.9,3.1,18.5,/players/b/bertada01.html,/teams/WAS/2020.html
40,40,Patrick Beverley,PG,31,LAC,29,29,839,3.8,9.1,.413,1.8,5.4,.328,2.0,3.8,.534,0.7,1.2,.593,1.7,5.8,7.5,4.1,1.7,0.8,1.6,4.2,10.0,/players/b/beverpa01.html,/teams/LAC/2020.html
42,41,Khem Birch,C,27,ORL,19,11,409,2.6,5.6,.469,0.0,0.1,.000,2.6,5.5,.476,1.4,3.0,.471,3.2,5.4,8.5,1.8,1.0,1.2,1.1,4.0,6.7,/players/b/birchkh01.html,/teams/ORL/2020.html
43,42,Goga Bitadze,C,20,IND,25,2,256,4.2,9.3,.455,0.6,2.3,.250,3.7,7.0,.520,2.1,3.0,.714,2.5,6.2,8.7,2.1,0.1,3.2,1.8,5.6,11.1,/players/b/bitadgo01.html,/teams/IND/2020.html
44,43,Bismack Biyombo,C,27,CHO,33,18,622,6.0,10.4,.572,0.0,0.0,,6.0,10.4,.572,3.5,6.0,.592,4.5,6.4,10.9,1.7,0.3,1.6,1.2,4.2,15.5,/players/b/biyombi01.html,/teams/CHO/2020.html
45,44,Nemanja Bjelica,PF,31,SAC,33,30,875,6.1,12.9,.476,2.5,6.0,.421,3.6,6.9,.524,1.2,1.4,.879,2.1,6.0,8.1,3.6,1.2,0.9,2.0,3.9,16.0,/players/b/bjeline01.html,/teams/SAC/2020.html
46,45,Eric Bledsoe,PG,30,MIL,26,26,693,7.6,16.0,.477,1.7,4.8,.344,6.0,11.2,.535,3.4,4.2,.813,1.1,5.6,6.6,7.6,1.1,0.6,3.1,3.1,20.3,/players/b/bledser01.html,/teams/MIL/2020.html
47,46,Bogdan Bogdanović,SG,27,SAC,28,0,795,6.7,15.8,.424,3.5,8.9,.391,3.2,6.9,.467,1.8,2.7,.661,0.4,3.4,3.8,4.7,1.4,0.3,2.6,2.5,18.7,/players/b/bogdabo01.html,/teams/SAC/2020.html
48,47,Bojan Bogdanović,SF,30,UTA,31,31,1043,7.3,16.5,.441,3.4,7.8,.436,3.9,8.7,.447,4.3,4.9,.887,0.7,4.1,4.8,2.3,0.7,0.1,3.0,2.1,22.3,/players/b/bogdabo02.html,/teams/UTA/2020.html
49,48,Jonah Bolden,PF,24,PHI,2,0,5,7.2,7.2,1.000,0.0,0.0,,7.2,7.2,1.000,0.0,14.4,.000,0.0,0.0,0.0,0.0,7.2,0.0,7.2,0.0,14.4,/players/b/boldejo01.html,/teams/PHI/2020.html
50,49,Jordan Bone,PG,22,DET,3,0,6,12.0,30.0,.400,0.0,6.0,.000,12.0,24.0,.500,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,24.0,/players/b/bonejo01.html,/teams/DET/2020.html
51,50,Isaac Bonga,SF,20,WAS,26,19,410,3.0,6.5,.459,0.4,1.6,.278,2.5,4.9,.518,1.8,2.4,.778,1.9,4.4,6.3,2.6,1.5,0.4,1.4,4.8,8.3,/players/b/bongais01.html,/teams/WAS/2020.html
52,51,Devin Booker,SG,23,PHO,29,29,1035,8.9,17.6,.504,1.9,5.4,.364,6.9,12.2,.565,5.2,5.8,.898,0.7,3.2,3.9,6.5,0.7,0.3,3.9,3.1,24.9,/players/b/bookede01.html,/teams/PHO/2020.html
53,52,Chris Boucher,PF,27,TOR,30,0,387,6.0,12.7,.467,1.5,4.5,.333,4.5,8.3,.539,4.4,5.7,.770,5.2,6.6,11.8,1.3,0.8,2.2,1.0,4.6,17.8,/players/b/bouchch01.html,/teams/TOR/2020.html
54,53,Brian Bowen,SG,21,IND,3,0,10,3.6,14.4,.250,0.0,3.6,.000,3.6,10.8,.333,0.0,0.0,,0.0,3.6,3.6,0.0,0.0,3.6,0.0,0.0,7.2,/players/b/bowenbr02.html,/teams/IND/2020.html
55,54,Ky Bowman,PG,22,GSW,30,6,684,4.9,11.4,.435,1.5,3.9,.387,3.4,7.4,.461,1.2,1.3,.917,0.8,3.4,4.3,4.7,1.3,0.3,1.9,3.5,12.6,/players/b/bowmaky01.html,/teams/GSW/2020.html
56,55,Avery Bradley,SG,29,LAL,19,14,454,5.0,11.7,.429,1.0,4.0,.235,4.0,7.6,.531,0.6,0.8,.700,0.9,2.9,3.8,1.9,1.3,0.1,1.9,3.7,11.5,/players/b/bradlav01.html,/teams/LAL/2020.html
57,56,Tony Bradley,C,22,UTA,21,2,181,7.0,11.1,.625,0.0,0.0,,7.0,11.1,.625,2.2,3.2,.688,5.0,8.0,12.9,1.0,0.4,1.6,2.0,7.4,16.1,/players/b/bradlto01.html,/teams/UTA/2020.html
58,57,Jarrell Brantley,PF,23,UTA,2,0,9,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,16.0,16.0,4.0,0.0,8.0,4.0,4.0,0.0,/players/b/brantja01.html,/teams/UTA/2020.html
59,58,Ignas Brazdeikis,SF,21,NYK,8,0,48,3.7,15.0,.250,0.7,6.0,.125,3.0,9.0,.333,2.3,3.0,.750,1.5,2.3,3.7,1.5,0.0,0.7,1.5,2.3,10.5,/players/b/brazdig01.html,/teams/NYK/2020.html
60,59,Mikal Bridges,SF,23,PHO,32,3,696,4.1,8.3,.500,0.9,2.8,.315,3.3,5.5,.594,2.3,2.8,.800,1.5,4.8,6.3,2.1,2.2,0.6,1.4,3.1,11.4,/players/b/bridgmi01.html,/teams/PHO/2020.html
61,60,Miles Bridges,SF,21,CHO,35,35,1064,5.6,12.7,.439,1.8,5.0,.349,3.8,7.7,.498,1.4,1.9,.764,1.4,4.8,6.2,2.0,0.7,0.9,1.9,2.6,14.3,/players/b/bridgmi02.html,/teams/CHO/2020.html
63,61,Oshae Brissett,SF,21,TOR,8,0,54,3.3,8.0,.417,0.7,2.0,.333,2.7,6.0,.444,0.0,0.0,,2.0,3.3,5.3,2.0,0.7,0.7,2.0,4.7,7.3,/players/b/brissos01.html,/teams/TOR/2020.html
64,62,Ryan Broekhoff,SG,29,DAL,10,0,77,5.1,11.7,.440,4.7,9.4,.500,0.5,2.3,.200,2.3,2.8,.833,0.5,6.1,6.5,1.9,0.9,0.5,0.9,3.3,17.3,/players/b/broekry01.html,/teams/DAL/2020.html
65,63,Malcolm Brogdon,PG,27,IND,26,26,816,7.5,16.7,.452,1.6,4.9,.333,5.9,11.8,.502,4.3,4.6,.933,0.7,4.5,5.2,8.7,1.0,0.2,3.1,2.4,21.0,/players/b/brogdma01.html,/teams/IND/2020.html
66,64,Dillon Brooks,SG,24,MEM,34,34,942,6.6,16.2,.405,2.3,6.3,.366,4.3,10.0,.429,3.0,3.6,.832,1.3,3.1,4.4,2.6,1.4,0.5,2.2,4.9,18.5,/players/b/brookdi01.html,/teams/MEM/2020.html
67,65,Bruce Brown,SG,23,DET,32,26,852,4.4,9.7,.452,0.8,2.3,.370,3.5,7.4,.477,1.7,2.7,.615,1.2,4.7,6.0,5.0,1.5,0.7,2.5,3.6,11.3,/players/b/brownbr01.html,/teams/DET/2020.html
68,66,Charlie Brown,SG,22,ATL,4,0,16,2.3,6.8,.333,2.3,2.3,1.000,0.0,4.5,.000,9.0,9.0,1.000,4.5,2.3,6.8,0.0,0.0,2.3,0.0,0.0,15.8,/players/b/brownch02.html,/teams/ATL/2020.html
69,67,Jaylen Brown,SF,23,BOS,27,27,906,8.2,15.8,.518,2.3,5.8,.400,5.9,10.1,.585,3.4,4.5,.752,1.1,6.4,7.5,2.5,1.2,0.4,2.2,3.3,22.1,/players/b/brownja02.html,/teams/BOS/2020.html
70,68,Moses Brown,C,20,POR,4,0,15,7.2,16.8,.429,0.0,0.0,,7.2,16.8,.429,4.8,9.6,.500,4.8,16.8,21.6,0.0,2.4,0.0,2.4,9.6,19.2,/players/b/brownmo01.html,/teams/POR/2020.html
71,69,Sterling Brown,SF,24,MIL,25,0,422,4.2,10.8,.386,1.9,5.6,.333,2.3,5.2,.443,1.7,2.3,.741,1.3,7.3,8.5,2.3,1.5,0.3,2.0,2.6,11.9,/players/b/brownst02.html,/teams/MIL/2020.html
72,70,Troy Brown,SG,20,WAS,28,12,678,5.5,12.2,.452,0.9,3.2,.283,4.6,9.0,.512,2.0,2.5,.771,1.9,6.3,8.1,3.4,2.0,0.2,1.6,2.5,13.9,/players/b/browntr01.html,/teams/WAS/2020.html
73,71,Jalen Brunson,PG,23,DAL,32,7,564,6.5,13.6,.479,1.6,4.7,.342,4.9,8.9,.550,2.0,2.6,.756,1.0,4.3,5.3,7.3,0.9,0.1,2.5,2.7,16.6,/players/b/brunsja01.html,/teams/DAL/2020.html
74,72,Thomas Bryant,C,22,WAS,18,18,511,7.1,13.0,.549,0.7,2.5,.286,6.4,10.5,.611,2.7,3.7,.736,3.0,7.8,10.8,3.4,0.6,1.3,1.7,3.1,17.7,/players/b/bryanth01.html,/teams/WAS/2020.html
75,73,Trey Burke,PG,27,PHI,16,0,237,6.4,13.7,.467,1.8,3.9,.462,4.6,9.7,.469,1.7,2.1,.786,1.8,2.3,4.1,6.1,1.1,0.2,1.2,2.1,16.3,/players/b/burketr01.html,/teams/PHI/2020.html
76,74,Alec Burks,SG,28,GSW,31,12,901,6.5,15.2,.426,1.9,5.4,.348,4.6,9.8,.469,4.4,5.0,.887,0.8,4.6,5.5,3.7,1.6,0.4,1.8,2.7,19.2,/players/b/burksal01.html,/teams/GSW/2020.html
77,75,Deonte Burton,SG,26,OKC,17,0,153,4.0,11.8,.340,1.2,5.6,.208,2.8,6.1,.462,0.7,1.2,.600,0.9,4.9,5.9,1.4,0.2,0.7,0.9,3.5,9.9,/players/b/burtode02.html,/teams/OKC/2020.html
78,76,Jimmy Butler,SF,30,MIA,28,28,991,6.0,14.2,.426,0.9,3.2,.276,5.2,11.0,.469,8.0,9.6,.830,2.1,4.6,6.8,6.8,2.1,0.6,2.6,1.4,20.9,/players/b/butleji01.html,/teams/MIA/2020.html
79,77,Bruno Caboclo,SF,24,MEM,21,0,190,5.3,12.9,.412,0.8,4.7,.160,4.5,8.1,.558,0.4,0.6,.667,3.2,5.1,8.3,1.9,1.9,2.3,1.3,4.4,11.7,/players/c/cabocbr01.html,/teams/MEM/2020.html
80,78,Kentavious Caldwell-Pope,SG,26,LAL,33,19,838,4.9,10.3,.475,2.0,4.6,.430,2.9,5.7,.511,1.6,2.0,.787,0.9,2.2,3.1,2.6,1.2,0.3,1.3,2.6,13.4,/players/c/caldwke01.html,/teams/LAL/2020.html
81,79,Vlatko Čančar,SF,22,DEN,3,0,5,0.0,7.2,.000,0.0,0.0,,0.0,7.2,.000,14.4,14.4,1.000,7.2,0.0,7.2,7.2,0.0,0.0,0.0,0.0,14.4,/players/c/cancavl01.html,/teams/DEN/2020.html
82,80,Clint Capela,C,25,HOU,27,27,907,6.7,10.5,.642,0.0,0.0,,6.7,10.5,.642,1.3,2.8,.486,4.3,11.1,15.4,1.3,1.0,2.1,1.8,2.9,14.8,/players/c/capelca01.html,/teams/HOU/2020.html
84,81,DeMarre Carroll,SF,33,SAS,13,0,131,2.5,7.7,.321,0.8,3.6,.231,1.6,4.1,.400,3.0,4.9,.611,1.9,6.3,8.2,2.7,0.5,0.5,2.7,5.2,8.8,/players/c/carrode01.html,/teams/SAS/2020.html
85,82,Jevon Carter,PG,24,PHO,22,2,314,3.4,9.3,.370,1.8,5.3,.348,1.6,4.0,.400,0.7,0.9,.750,1.3,3.9,5.2,4.2,2.3,0.7,1.9,3.9,9.4,/players/c/carteje01.html,/teams/PHO/2020.html
86,83,Vince Carter,SF,43,ATL,27,0,419,4.5,13.0,.344,2.5,8.6,.290,2.0,4.4,.451,0.9,1.3,.667,0.4,4.0,4.5,2.3,0.7,0.9,1.4,3.8,12.3,/players/c/cartevi01.html,/teams/ATL/2020.html
87,84,Wendell Carter,C,20,CHI,33,33,991,5.4,9.9,.548,0.2,0.8,.227,5.2,9.1,.576,3.1,4.3,.720,4.1,7.6,11.7,1.3,0.9,1.1,1.9,4.7,14.1,/players/c/cartewe01.html,/teams/CHI/2020.html
88,85,Michael Carter-Williams,SG,28,ORL,19,0,310,4.1,10.8,.376,0.8,3.5,.233,3.3,7.3,.444,2.6,3.6,.710,2.1,4.9,7.0,4.4,2.3,0.9,2.0,3.1,11.5,/players/c/cartemi01.html,/teams/ORL/2020.html
89,86,Alex Caruso,PG,25,LAL,31,0,619,3.5,8.2,.433,1.2,3.7,.333,2.3,4.5,.513,1.7,2.2,.763,0.5,3.3,3.8,3.1,2.0,0.5,1.7,2.8,10.0,/players/c/carusal01.html,/teams/LAL/2020.html
90,87,Willie Cauley-Stein,C,26,GSW,31,30,724,5.7,9.9,.570,0.0,0.0,,5.7,9.9,.570,1.2,2.0,.610,2.3,7.3,9.6,2.2,1.9,2.2,1.5,4.3,12.6,/players/c/caulewi01.html,/teams/GSW/2020.html
91,88,Tyson Chandler,C,37,HOU,22,5,192,2.6,3.4,.778,0.0,0.0,,2.6,3.4,.778,1.1,2.4,.462,4.1,7.3,11.4,1.1,1.1,1.5,1.3,4.9,6.4,/players/c/chandty01.html,/teams/HOU/2020.html
92,89,Wilson Chandler,SF,32,BRK,6,0,120,4.2,10.5,.400,0.6,5.1,.118,3.6,5.4,.667,0.6,0.6,1.000,0.3,7.8,8.1,2.4,1.2,0.3,2.1,3.0,9.6,/players/c/chandwi01.html,/teams/BRK/2020.html
93,90,Zylan Cheatham,SF,24,NOP,2,0,20,1.8,7.2,.250,0.0,1.8,.000,1.8,5.4,.333,0.0,0.0,,0.0,5.4,5.4,1.8,0.0,0.0,1.8,5.4,3.6,/players/c/cheatzy01.html,/teams/NOP/2020.html
94,91,Chris Chiozza,PG,24,WAS,10,0,123,2.9,10.0,.294,2.0,4.7,.438,0.9,5.3,.167,0.0,0.0,,0.0,4.4,4.4,8.2,2.9,0.6,2.6,3.5,7.9,/players/c/chiozch01.html,/teams/WAS/2020.html
95,92,Marquese Chriss,PF,22,GSW,33,1,566,5.5,11.1,.491,0.3,1.3,.190,5.2,9.8,.532,4.3,5.3,.798,3.6,7.4,11.1,3.6,1.2,1.9,3.1,4.0,15.5,/players/c/chrisma01.html,/teams/GSW/2020.html
96,93,Gary Clark,PF,25,HOU,17,0,208,3.8,10.0,.379,2.9,8.7,.340,0.9,1.4,.625,1.0,1.2,.857,1.9,4.8,6.8,2.1,0.3,1.2,0.3,3.6,11.6,/players/c/clarkga01.html,/teams/HOU/2020.html
97,94,Brandon Clarke,PF,23,MEM,28,2,602,9.3,14.4,.647,1.0,2.1,.457,8.4,12.3,.680,2.2,2.8,.766,2.3,6.9,9.2,2.4,0.7,1.5,1.7,2.7,21.8,/players/c/clarkbr01.html,/teams/MEM/2020.html
