,ranker,player,pos,age,team_id,g,gs,mp,fg_per_mp,fga_per_mp,fg_pct,fg3_per_mp,fg3a_per_mp,fg3_pct,fg2_per_mp,fg2a_per_mp,fg2_pct,ft_per_mp,fta_per_mp,ft_pct,orb_per_mp,drb_per_mp,trb_per_mp,ast_per_mp,stl_per_mp,blk_per_mp,tov_per_mp,pf_per_mp,pts_per_mp,player_link,team_id_link
98,95,Jordan Clarkson,SG,27,TOT,31,0,711,7.8,17.8,.442,3.1,8.6,.361,4.8,9.2,.516,4.1,4.7,.870,1.1,2.6,3.7,3.6,0.9,0.4,2.0,1.9,22.8,/players/c/clarkjo01.html,NO LINK
99,95,Jordan Clarkson,SG,27,CLE,29,0,666,7.8,17.6,.442,3.2,8.6,.371,4.6,9.0,.509,4.1,4.6,.884,1.1,2.6,3.7,3.8,0.9,0.4,2.1,1.8,22.9,/players/c/clarkjo01.html,/teams/CLE/2020.html
100,95,Jordan Clarkson,G,27,UTA,2,0,45,8.8,20.0,.440,1.6,8.0,.200,7.2,12.0,.600,3.2,4.8,.667,0.8,2.4,3.2,1.6,0.8,0.0,0.8,3.2,22.4,/players/c/clarkjo01.html,/teams/UTA/2020.html
101,96,Nicolas Claxton,PF,20,BRK,9,0,119,3.3,6.4,.524,0.0,1.5,.000,3.3,4.8,.688,1.5,3.6,.417,2.4,4.2,6.7,3.3,0.3,1.5,1.8,3.0,8.2,/players/c/claxtni01.html,/teams/BRK/2020.html
102,97,Chris Clemons,SG,22,HOU,21,0,198,7.3,17.1,.426,5.3,13.6,.387,2.0,3.5,.579,0.5,0.7,.750,0.4,2.5,2.9,2.7,1.1,0.7,1.8,3.1,20.4,/players/c/clemoch01.html,/teams/HOU/2020.html
103,98,John Collins,PF,22,ATL,8,8,255,8.8,17.1,.512,2.0,5.1,.389,6.8,12.0,.565,2.4,3.1,.773,2.4,8.6,11.0,1.7,1.1,2.5,1.6,3.7,21.9,/players/c/collijo01.html,/teams/ATL/2020.html
104,99,Zach Collins,PF,22,POR,3,3,86,3.8,8.0,.474,1.3,2.9,.429,2.5,5.0,.500,2.5,2.5,1.000,1.7,3.3,5.0,2.5,0.0,0.8,2.5,4.6,11.3,/players/c/colliza01.html,/teams/POR/2020.html
105,100,Mike Conley,PG,32,UTA,22,22,647,5.5,15.1,.365,2.2,6.2,.360,3.3,8.9,.369,3.4,4.2,.803,0.9,3.2,4.1,5.7,0.9,0.2,2.5,2.7,16.6,/players/c/conlemi01.html,/teams/UTA/2020.html
107,101,Pat Connaughton,SG,27,MIL,32,0,558,3.9,8.8,.441,1.4,4.5,.300,2.5,4.3,.591,1.0,1.5,.696,1.2,7.2,8.5,4.1,0.7,1.0,1.4,1.9,10.1,/players/c/connapa01.html,/teams/MIL/2020.html
108,102,Quinn Cook,PG,26,LAL,22,0,286,5.4,13.1,.413,1.5,4.8,.316,3.9,8.3,.470,0.5,0.6,.800,0.5,2.6,3.1,3.9,0.8,0.1,2.4,1.8,12.8,/players/c/cookqu01.html,/teams/LAL/2020.html
109,103,Tyler Cook,PF,22,CLE,6,0,17,10.6,12.7,.833,0.0,0.0,,10.6,12.7,.833,4.2,4.2,1.000,6.4,4.2,10.6,0.0,2.1,0.0,2.1,2.1,25.4,/players/c/cookty01.html,/teams/CLE/2020.html
110,104,Robert Covington,PF,29,MIN,30,29,845,5.4,12.5,.430,2.5,7.6,.330,2.9,4.9,.588,2.3,2.6,.855,0.9,6.1,7.0,1.4,1.9,1.2,2.0,4.0,15.5,/players/c/covinro01.html,/teams/MIN/2020.html
111,105,Allen Crabbe,SG,27,ATL,20,1,389,3.9,10.1,.385,2.0,6.8,.301,1.9,3.3,.556,0.8,1.1,.750,0.7,3.8,4.5,1.9,1.2,0.3,0.9,2.0,10.6,/players/c/crabbal01.html,/teams/ATL/2020.html
112,106,Torrey Craig,SF,29,DEN,22,2,267,3.4,8.6,.391,0.9,4.0,.233,2.4,4.6,.529,0.9,1.8,.538,1.9,4.3,6.2,2.0,0.9,1.8,1.1,4.9,8.6,/players/c/craigto01.html,/teams/DEN/2020.html
113,107,Jae Crowder,SF,29,MEM,32,32,986,3.9,10.8,.364,2.2,7.4,.292,1.8,3.5,.516,1.8,2.3,.750,1.0,6.2,7.2,3.3,1.0,0.4,1.6,2.3,11.8,/players/c/crowdja01.html,/teams/MEM/2020.html
114,108,Jarrett Culver,SG,20,MIN,30,17,661,5.0,13.8,.362,1.3,5.4,.240,3.7,8.4,.442,1.3,3.2,.414,1.7,3.4,5.1,3.1,1.5,1.0,2.0,3.2,12.6,/players/c/culveja01.html,/teams/MIN/2020.html
115,109,Seth Curry,SG,29,DAL,30,9,653,5.5,12.2,.448,2.8,7.1,.395,2.6,5.1,.522,2.3,2.4,.932,0.7,2.6,3.3,2.9,0.9,0.2,1.8,2.8,16.0,/players/c/curryse01.html,/teams/DAL/2020.html
116,110,Stephen Curry,PG,31,GSW,4,4,112,8.7,21.2,.409,2.9,11.9,.243,5.8,9.3,.621,5.8,5.8,1.000,1.3,5.1,6.4,8.4,1.6,0.6,4.8,3.2,26.0,/players/c/curryst01.html,/teams/GSW/2020.html
117,111,Troy Daniels,SG,28,LAL,24,0,304,4.6,12.0,.386,3.0,8.6,.342,1.7,3.3,.500,0.5,0.8,.571,0.5,2.8,3.3,0.9,0.8,0.1,0.7,2.0,12.7,/players/d/danietr01.html,/teams/LAL/2020.html
118,112,Anthony Davis,PF,26,LAL,31,31,1089,9.8,19.6,.500,1.1,3.8,.287,8.7,15.8,.551,7.3,8.5,.853,2.4,7.1,9.5,3.4,1.5,2.6,2.5,2.6,28.0,/players/d/davisan02.html,/teams/LAL/2020.html
119,113,Ed Davis,C,30,UTA,19,0,219,1.8,4.6,.393,0.0,0.0,,1.8,4.6,.393,0.7,1.5,.444,3.5,9.9,13.3,1.3,1.5,1.3,2.0,7.6,4.3,/players/d/davised01.html,/teams/UTA/2020.html
120,114,Terence Davis,SG,22,TOR,33,0,549,5.2,11.1,.467,2.5,6.2,.400,2.7,4.9,.554,1.5,1.6,.958,1.4,5.3,6.7,4.1,1.1,0.4,1.8,3.4,14.4,/players/d/daviste02.html,/teams/TOR/2020.html
121,115,Dewayne Dedmon,C,30,SAC,23,4,312,5.1,12.1,.419,1.3,5.5,.229,3.8,6.6,.579,1.3,1.5,.846,3.0,7.2,10.2,0.9,1.0,1.4,3.7,6.3,12.7,/players/d/dedmode01.html,/teams/SAC/2020.html
122,116,Matthew Dellavedova,PG,29,CLE,30,0,399,2.6,8.2,.319,0.5,4.5,.120,2.1,3.7,.561,1.9,2.0,.955,1.1,2.8,3.9,7.1,1.1,0.1,2.2,4.2,7.7,/players/d/dellama01.html,/teams/CLE/2020.html
123,117,DeMar DeRozan,SF,30,SAS,31,31,1043,8.7,16.8,.520,0.2,0.7,.263,8.6,16.2,.530,5.0,6.1,.809,0.6,5.1,5.7,5.3,1.0,0.4,2.7,3.1,22.6,/players/d/derozde01.html,/teams/SAS/2020.html
124,118,Cheick Diallo,C,23,PHO,21,0,202,8.0,11.6,.692,0.2,0.2,1.000,7.8,11.4,.688,3.2,3.7,.857,2.7,8.0,10.7,2.0,0.4,0.7,2.1,3.9,19.4,/players/d/diallch01.html,/teams/PHO/2020.html
125,119,Hamidou Diallo,SF,21,OKC,12,1,256,6.5,12.9,.500,0.3,1.8,.154,6.2,11.1,.557,1.5,2.5,.611,2.0,4.5,6.5,1.4,2.5,0.6,2.0,4.1,14.8,/players/d/diallha01.html,/teams/OKC/2020.html
126,120,Gorgui Dieng,C,30,MIN,27,8,438,5.2,11.9,.434,1.7,5.0,.344,3.5,6.9,.500,2.4,3.0,.784,3.0,8.4,11.4,2.2,2.1,2.1,1.7,3.9,14.5,/players/d/dienggo01.html,/teams/MIN/2020.html
128,121,Spencer Dinwiddie,SG,26,BRK,31,20,951,8.7,20.4,.428,2.2,7.5,.298,6.5,12.9,.503,6.8,8.4,.807,0.3,3.3,3.5,7.3,0.9,0.5,3.3,3.8,26.5,/players/d/dinwisp01.html,/teams/BRK/2020.html
129,122,Donte DiVincenzo,SG,23,MIL,31,18,691,5.1,11.7,.438,1.8,5.5,.333,3.3,6.2,.529,1.5,1.9,.806,1.4,5.9,7.3,3.6,2.5,0.4,2.0,2.8,13.5,/players/d/divindo01.html,/teams/MIL/2020.html
130,123,Luka Dončić,PG,20,DAL,28,28,897,10.4,21.8,.474,3.3,10.2,.324,7.1,11.7,.605,8.3,10.3,.813,1.5,9.1,10.6,10.1,1.4,0.1,4.9,2.5,32.3,/players/d/doncilu01.html,/teams/DAL/2020.html
131,124,Luguentz Dort,SG,20,OKC,7,0,115,2.5,7.8,.320,0.3,4.4,.071,2.2,3.4,.636,1.9,3.1,.600,0.3,2.8,3.1,0.9,0.6,0.0,0.9,5.6,7.2,/players/d/dortlu01.html,/teams/OKC/2020.html
132,125,Damyean Dotson,SG,25,NYK,29,0,496,4.9,12.0,.404,2.3,7.3,.317,2.5,4.7,.538,1.2,1.7,.696,0.3,3.3,3.6,2.8,0.9,0.3,0.9,1.7,13.2,/players/d/dotsoda01.html,/teams/NYK/2020.html
133,126,Sekou Doumbouya,SF,19,DET,6,0,22,6.5,18.0,.364,0.0,4.9,.000,6.5,13.1,.500,1.6,4.9,.333,0.0,6.5,6.5,0.0,1.6,0.0,1.6,4.9,14.7,/players/d/doumbse01.html,/teams/DET/2020.html
134,127,Goran Dragić,PG,33,MIA,22,1,636,6.8,15.1,.455,2.8,6.8,.405,4.1,8.2,.497,3.5,4.9,.721,0.5,3.5,4.0,6.3,0.8,0.3,3.1,2.2,20.0,/players/d/dragigo01.html,/teams/MIA/2020.html
135,128,Andre Drummond,C,26,DET,31,30,1045,8.0,14.5,.551,0.0,0.6,.000,8.0,14.0,.573,3.2,5.2,.612,4.7,12.3,17.1,3.0,2.0,1.9,3.7,3.9,19.2,/players/d/drumman01.html,/teams/DET/2020.html
136,129,Jared Dudley,SF,34,LAL,23,1,180,2.2,5.6,.393,2.0,3.8,.526,0.2,1.8,.111,0.4,0.4,1.000,0.6,3.4,4.0,2.8,1.6,0.2,0.6,4.0,6.8,/players/d/dudleja01.html,/teams/LAL/2020.html
137,130,Kris Dunn,PG,25,CHI,33,14,779,4.5,10.4,.431,0.7,3.2,.232,3.7,7.2,.519,0.9,1.3,.690,0.8,4.4,5.2,4.9,3.2,0.6,1.7,5.3,10.6,/players/d/dunnkr01.html,/teams/CHI/2020.html
138,131,Carsen Edwards,SG,21,BOS,24,0,246,4.0,12.6,.314,2.5,7.8,.321,1.5,4.8,.303,1.6,1.9,.846,0.7,4.7,5.4,2.5,1.2,0.3,1.9,3.4,12.0,/players/e/edwarca01.html,/teams/BOS/2020.html
139,132,Henry Ellenson,PF,23,BRK,4,0,14,2.6,18.0,.143,0.0,10.3,.000,2.6,7.7,.333,0.0,0.0,,5.1,5.1,10.3,0.0,0.0,0.0,0.0,2.6,5.1,/players/e/ellenhe01.html,/teams/BRK/2020.html
140,133,Wayne Ellington,SG,32,NYK,18,1,257,3.6,11.3,.321,2.9,9.7,.304,0.7,1.7,.417,0.6,0.8,.667,0.1,3.9,4.1,2.2,0.7,0.3,1.7,2.8,10.8,/players/e/ellinwa01.html,/teams/NYK/2020.html
141,134,Joel Embiid,C,25,PHI,29,29,897,9.0,18.9,.477,1.5,4.5,.339,7.5,14.4,.520,8.1,9.7,.834,3.1,11.4,14.5,3.7,0.9,1.6,3.5,4.1,27.6,/players/e/embiijo01.html,/teams/PHI/2020.html
142,135,James Ennis,SF,29,PHI,35,0,616,4.9,10.5,.461,1.9,5.0,.372,3.0,5.5,.543,2.3,3.0,.765,2.4,4.7,7.1,2.0,0.9,0.7,1.3,4.0,13.9,/players/e/ennisja01.html,/teams/PHI/2020.html
143,136,Drew Eubanks,PF,22,SAS,5,0,34,8.5,13.8,.615,0.0,0.0,,8.5,13.8,.615,1.1,1.1,1.000,6.4,10.6,16.9,2.1,0.0,1.1,4.2,4.2,18.0,/players/e/eubandr01.html,/teams/SAS/2020.html
144,137,Jacob Evans,SG,22,GSW,13,0,177,3.9,12.6,.306,1.4,3.3,.438,2.4,9.4,.261,2.4,2.6,.923,0.6,2.8,3.5,2.4,0.4,0.8,2.8,3.9,11.6,/players/e/evansja02.html,/teams/GSW/2020.html
145,138,Dante Exum,SG,24,TOT,13,0,114,5.1,10.4,.485,0.9,2.5,.375,4.1,7.9,.520,1.9,2.5,.750,0.9,3.8,4.7,2.5,1.3,0.6,4.1,2.8,12.9,/players/e/exumda01.html,NO LINK
146,138,Dante Exum,SG,24,UTA,11,0,83,4.3,10.0,.435,0.9,2.6,.333,3.5,7.4,.471,0.9,0.9,1.000,1.3,3.9,5.2,3.0,0.4,0.9,4.3,3.5,10.4,/players/e/exumda01.html,/teams/UTA/2020.html
147,138,Dante Exum,G,24,CLE,2,0,31,7.0,11.6,.600,1.2,2.3,.500,5.8,9.3,.625,4.6,7.0,.667,0.0,3.5,3.5,1.2,3.5,0.0,3.5,1.2,19.7,/players/e/exumda01.html,/teams/CLE/2020.html
148,139,Tacko Fall,C,24,BOS,3,0,11,19.6,26.2,.750,0.0,0.0,,19.6,26.2,.750,3.3,6.5,.500,0.0,22.9,22.9,0.0,0.0,6.5,9.8,9.8,42.5,/players/f/fallta01.html,/teams/BOS/2020.html
149,140,Derrick Favors,C,28,NOP,18,16,415,6.1,10.8,.560,0.1,0.3,.333,6.0,10.6,.566,0.8,1.6,.474,5.4,10.3,15.7,3.6,0.9,1.3,2.3,3.7,13.0,/players/f/favorde01.html,/teams/NOP/2020.html
151,141,Terrance Ferguson,SF,21,OKC,26,26,699,2.4,6.3,.385,1.6,4.9,.326,0.8,1.4,.593,0.4,0.5,.778,0.9,1.8,2.7,1.3,0.7,0.3,1.0,4.6,6.8,/players/f/fergute01.html,/teams/OKC/2020.html
152,142,Bruno Fernando,C,21,ATL,32,5,380,4.6,9.6,.485,0.4,2.2,.174,4.3,7.4,.577,1.8,3.0,.594,3.3,6.2,9.5,3.0,0.9,1.0,2.7,5.2,11.5,/players/f/fernabr01.html,/teams/ATL/2020.html
153,143,Yogi Ferrell,PG,26,SAC,25,0,355,4.9,11.5,.425,1.1,4.2,.268,3.8,7.3,.514,2.8,3.2,.875,0.4,3.1,3.5,4.6,1.0,0.3,1.9,2.2,13.7,/players/f/ferreyo01.html,/teams/SAC/2020.html
154,144,Dorian Finney-Smith,PF,26,DAL,32,29,912,4.1,8.4,.491,1.8,4.6,.393,2.3,3.7,.611,1.3,1.9,.708,2.3,4.3,6.6,1.8,0.8,0.6,1.2,2.6,11.4,/players/f/finnedo01.html,/teams/DAL/2020.html
155,145,Bryn Forbes,SG,26,SAS,31,31,801,5.7,13.8,.410,3.1,8.5,.363,2.6,5.3,.487,1.8,2.1,.870,0.4,3.0,3.4,2.5,0.6,0.0,1.2,2.5,16.2,/players/f/forbebr01.html,/teams/SAS/2020.html
156,146,Evan Fournier,SG,27,ORL,32,32,984,8.0,16.7,.480,3.1,7.5,.420,4.9,9.2,.530,3.5,4.3,.814,0.1,3.0,3.1,3.8,1.2,0.2,2.2,2.7,22.7,/players/f/fournev01.html,/teams/ORL/2020.html
157,147,De'Aaron Fox,PG,22,SAC,15,13,443,7.6,16.0,.472,1.2,3.9,.313,6.3,12.1,.523,5.1,7.3,.700,1.1,3.6,4.7,8.3,1.3,0.4,4.2,3.5,21.5,/players/f/foxde01.html,/teams/SAC/2020.html
158,148,Melvin Frazier,SG,23,ORL,7,0,19,5.7,18.9,.300,3.8,7.6,.500,1.9,11.4,.167,1.9,3.8,.500,1.9,1.9,3.8,1.9,1.9,0.0,0.0,5.7,17.1,/players/f/frazime01.html,/teams/ORL/2020.html
159,149,Tim Frazier,PG,29,DET,19,7,248,3.8,10.0,.377,1.5,3.5,.417,2.3,6.5,.356,2.6,3.2,.818,0.7,2.0,2.8,10.0,1.5,0.3,2.6,4.5,11.6,/players/f/fraziti01.html,/teams/DET/2020.html
160,150,Markelle Fultz,PG,21,ORL,31,26,812,6.4,13.8,.466,0.6,2.3,.269,5.8,11.5,.506,2.3,3.1,.739,0.5,3.3,3.9,5.9,1.5,0.3,2.7,2.8,15.7,/players/f/fultzma01.html,/teams/ORL/2020.html
161,151,Wenyen Gabriel,PF,22,SAC,8,0,49,3.7,11.8,.313,0.7,5.9,.125,2.9,5.9,.500,3.7,6.6,.556,2.9,2.9,5.9,2.2,1.5,1.5,2.2,4.4,11.8,/players/g/gabriwe01.html,/teams/SAC/2020.html
162,152,Daniel Gafford,C,21,CHI,23,0,256,6.0,8.4,.717,0.0,0.0,,6.0,8.4,.717,1.8,3.5,.520,2.8,3.1,5.9,0.8,0.1,3.9,1.0,5.6,13.9,/players/g/gaffoda01.html,/teams/CHI/2020.html
163,153,Danilo Gallinari,PF,31,OKC,27,27,823,6.6,15.2,.432,3.3,8.3,.395,3.3,6.9,.478,4.9,5.4,.903,0.6,6.1,6.7,2.6,0.8,0.2,1.7,1.7,21.3,/players/g/gallida01.html,/teams/OKC/2020.html
164,154,Langston Galloway,SG,28,DET,33,6,872,5.0,11.5,.439,3.1,7.4,.413,2.0,4.1,.485,2.2,2.4,.898,0.6,2.4,3.0,1.9,0.9,0.3,0.9,1.7,15.3,/players/g/gallola01.html,/teams/DET/2020.html
165,155,Darius Garland,PG,20,CLE,32,32,902,5.5,13.8,.399,2.2,6.0,.371,3.3,7.8,.421,1.2,1.4,.853,0.6,2.0,2.6,3.7,0.9,0.0,3.3,1.9,14.4,/players/g/garlada01.html,/teams/CLE/2020.html
166,156,Marc Gasol,C,35,TOR,27,27,762,3.0,8.2,.364,1.5,4.2,.352,1.5,4.0,.376,1.0,1.3,.750,1.1,7.4,8.5,4.3,1.0,1.4,1.6,4.0,8.4,/players/g/gasolma01.html,/teams/TOR/2020.html
167,157,Rudy Gay,PF,33,SAS,31,5,706,6.4,14.0,.456,1.7,5.3,.320,4.7,8.7,.538,2.9,3.3,.877,1.7,7.8,9.4,3.0,0.8,1.1,2.5,2.3,17.3,/players/g/gayru01.html,/teams/SAS/2020.html
168,158,Paul George,SF,29,LAC,23,23,717,8.9,20.7,.431,4.2,10.7,.394,4.7,10.0,.470,5.3,5.8,.913,0.6,6.3,6.9,4.1,1.7,0.6,3.9,2.9,27.4,/players/g/georgpa01.html,/teams/LAC/2020.html
169,159,Taj Gibson,C,34,NYK,30,24,481,4.5,9.4,.476,0.1,0.7,.200,4.3,8.7,.500,0.7,1.3,.529,4.0,5.8,9.8,2.5,1.3,0.9,1.8,4.9,9.8,/players/g/gibsota01.html,/teams/NYK/2020.html
170,160,Harry Giles,PF,21,SAC,8,0,69,7.8,16.7,.469,0.0,0.0,,7.8,16.7,.469,2.6,3.1,.833,1.6,3.7,5.2,4.2,1.6,2.1,2.6,9.4,18.3,/players/g/gilesha01.html,/teams/SAC/2020.html
172,161,Shai Gilgeous-Alexander,SG,21,OKC,32,32,1131,7.3,16.0,.456,1.4,3.8,.364,6.0,12.3,.484,4.1,5.1,.807,0.7,4.4,5.1,2.9,1.2,0.4,2.1,1.8,20.1,/players/g/gilgesh01.html,/teams/OKC/2020.html
173,162,Rudy Gobert,C,27,UTA,30,30,1037,6.0,8.7,.688,0.0,0.0,,6.0,8.7,.688,3.6,5.9,.609,3.7,10.9,14.6,1.5,0.7,1.9,2.2,3.1,15.5,/players/g/goberru01.html,/teams/UTA/2020.html
174,163,Brandon Goodwin,PG,24,ATL,4,0,32,2.3,13.5,.167,1.1,6.8,.167,1.1,6.8,.167,0.0,0.0,,1.1,3.4,4.5,3.4,1.1,1.1,2.3,3.4,5.6,/players/g/goodwbr01.html,/teams/ATL/2020.html
175,164,Aaron Gordon,PF,24,ORL,29,29,903,5.7,14.1,.404,1.3,4.5,.292,4.4,9.6,.456,2.6,3.6,.703,2.0,6.2,8.3,3.3,0.7,0.8,1.8,2.4,15.3,/players/g/gordoaa01.html,/teams/ORL/2020.html
176,165,Eric Gordon,SG,31,HOU,10,3,287,5.0,15.3,.328,3.1,10.2,.309,1.9,5.1,.366,1.6,2.8,.591,0.5,1.8,2.3,1.3,0.8,0.3,1.9,2.6,14.8,/players/g/gordoer01.html,/teams/HOU/2020.html
177,166,Devonte' Graham,PG,24,CHO,35,25,1215,6.3,16.6,.379,3.9,9.9,.392,2.4,6.7,.358,3.3,4.2,.801,1.0,3.0,4.0,8.0,0.9,0.3,3.1,2.0,19.8,/players/g/grahade01.html,/teams/CHO/2020.html
178,167,Treveon Graham,SG,26,MIN,29,20,612,3.4,9.6,.350,1.1,4.6,.231,2.3,5.0,.459,1.5,2.1,.714,1.6,3.8,5.5,1.5,0.9,0.1,0.9,3.5,9.2,/players/g/grahatr01.html,/teams/MIN/2020.html
179,168,Jerami Grant,PF,25,DEN,32,3,753,5.5,11.9,.462,2.1,5.1,.411,3.4,6.8,.500,2.4,3.7,.662,0.7,4.2,4.9,1.3,0.7,1.0,1.3,2.8,15.5,/players/g/grantje01.html,/teams/DEN/2020.html
180,169,Josh Gray,PG,26,NOP,2,0,23,1.6,3.1,.500,0.0,0.0,,1.6,3.1,.500,0.0,0.0,,1.6,1.6,3.1,3.1,0.0,0.0,7.8,1.6,3.1,/players/g/grayjo01.html,/teams/NOP/2020.html
181,170,Danny Green,SG,32,LAL,33,33,837,4.1,10.0,.414,2.8,7.3,.376,1.4,2.7,.516,0.8,1.0,.792,1.0,4.2,5.2,1.7,1.6,0.7,1.3,3.3,11.8,/players/g/greenda02.html,/teams/LAL/2020.html
182,171,Draymond Green,PF,29,GSW,24,24,704,4.2,10.2,.410,1.0,3.5,.294,3.2,6.8,.470,2.3,3.1,.738,0.8,7.0,7.7,6.9,1.9,0.8,3.0,3.2,11.7,/players/g/greendr01.html,/teams/GSW/2020.html
183,172,JaMychal Green,PF,29,LAC,25,0,514,4.2,10.5,.400,2.6,7.2,.359,1.6,3.3,.489,1.3,1.6,.826,2.2,8.8,11.0,1.1,1.1,0.6,1.5,4.3,12.3,/players/g/greenja01.html,/teams/LAC/2020.html
184,173,Javonte Green,SF,26,BOS,24,0,183,5.7,10.0,.569,0.6,2.6,.231,5.1,7.5,.684,0.8,1.4,.571,1.2,4.7,5.9,1.4,0.8,0.8,1.6,3.9,12.8,/players/g/greenja02.html,/teams/BOS/2020.html
185,174,Jeff Green,PF,33,UTA,30,2,553,4.9,12.7,.385,2.2,6.8,.327,2.7,5.9,.451,3.2,4.1,.778,0.9,4.4,5.3,1.3,0.8,0.7,1.8,3.0,15.2,/players/g/greenje02.html,/teams/UTA/2020.html
186,175,Blake Griffin,PF,30,DET,18,18,512,6.2,17.6,.352,1.9,7.8,.243,4.3,9.8,.439,5.3,6.9,.776,1.2,4.7,5.9,4.1,0.5,0.5,2.8,1.9,19.6,/players/g/griffbl01.html,/teams/DET/2020.html
187,176,Marko Guduric,SG,24,MEM,26,0,382,4.4,11.9,.373,1.7,6.0,.281,2.7,5.8,.468,1.4,1.6,.882,1.1,3.9,5.0,3.4,0.8,0.6,2.6,2.4,12.0,/players/g/gudurma01.html,/teams/MEM/2020.html
188,177,Rui Hachimura,PF,21,WAS,25,25,729,7.2,15.0,.482,0.5,2.4,.208,6.7,12.6,.533,2.3,2.7,.852,1.9,5.2,7.2,2.0,0.9,0.1,1.0,2.8,17.2,/players/h/hachiru01.html,/teams/WAS/2020.html
189,178,Devon Hall,SG,24,OKC,5,0,20,1.8,9.0,.200,0.0,3.6,.000,1.8,5.4,.333,5.4,7.2,.750,0.0,1.8,1.8,5.4,0.0,0.0,1.8,1.8,9.0,/players/h/hallde01.html,/teams/OKC/2020.html
190,179,Tim Hardaway,SG,27,DAL,32,19,816,6.8,16.1,.419,3.7,9.6,.382,3.1,6.5,.473,2.2,2.7,.806,0.4,3.2,3.6,2.4,0.8,0.1,1.3,2.3,19.4,/players/h/hardati02.html,/teams/DAL/2020.html
191,180,James Harden,SG,30,HOU,32,32,1205,10.8,23.5,.458,4.9,13.1,.378,5.8,10.4,.559,10.2,11.8,.865,1.0,4.7,5.6,7.2,1.8,0.7,4.5,3.2,36.6,/players/h/hardeja01.html,/teams/HOU/2020.html
193,181,Maurice Harkless,SF,26,LAC,34,23,788,3.4,6.9,.493,0.8,2.4,.346,2.6,4.5,.571,0.9,1.5,.576,1.4,4.2,5.6,1.7,1.8,1.1,1.4,4.1,8.5,/players/h/harklma01.html,/teams/LAC/2020.html
194,182,Jared Harper,PG,22,PHO,1,0,2,0.0,18.0,.000,0.0,18.0,.000,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/players/h/harpeja01.html,/teams/PHO/2020.html
195,183,Montrezl Harrell,C,26,LAC,33,2,964,9.6,16.7,.575,0.0,0.4,.000,9.6,16.2,.591,4.2,6.3,.663,3.6,5.6,9.2,2.3,0.9,1.4,2.4,2.9,23.4,/players/h/harremo01.html,/teams/LAC/2020.html
196,184,Gary Harris,SG,25,DEN,31,31,1019,4.7,10.8,.436,1.6,4.7,.341,3.1,6.1,.509,1.4,1.8,.820,0.6,2.5,3.0,2.4,1.6,0.3,1.1,2.5,12.4,/players/h/harriga01.html,/teams/DEN/2020.html
197,185,Joe Harris,SF,28,BRK,31,31,980,6.2,13.2,.471,3.0,7.1,.428,3.2,6.1,.521,1.0,1.4,.757,1.0,3.6,4.6,2.4,0.7,0.4,1.6,2.7,16.5,/players/h/harrijo01.html,/teams/BRK/2020.html
