,ranker,player,pos,age,team_id,g,gs,mp,fg_per_mp,fga_per_mp,fg_pct,fg3_per_mp,fg3a_per_mp,fg3_pct,fg2_per_mp,fg2a_per_mp,fg2_pct,ft_per_mp,fta_per_mp,ft_pct,orb_per_mp,drb_per_mp,trb_per_mp,ast_per_mp,stl_per_mp,blk_per_mp,tov_per_mp,pf_per_mp,pts_per_mp,player_link,team_id_link
198,186,Tobias Harris,PF,27,PHI,35,35,1203,8.1,16.6,.486,1.6,4.8,.340,6.4,11.8,.546,2.8,3.5,.795,0.8,6.2,7.1,3.2,0.9,0.7,1.8,2.5,20.6,/players/h/harrito02.html,/teams/PHI/2020.html
199,187,Shaquille Harrison,SF,26,CHI,19,4,153,4.7,12.2,.385,0.7,2.4,.300,4.0,9.9,.405,3.1,4.7,.650,1.4,6.1,7.5,5.4,2.4,1.2,1.4,4.5,13.2,/players/h/harrish01.html,/teams/CHI/2020.html
200,188,Josh Hart,SF,24,NOP,27,4,747,4.8,11.7,.407,2.9,8.2,.353,1.9,3.5,.534,1.7,2.3,.766,1.1,6.5,7.6,2.1,1.3,0.3,1.6,3.5,14.2,/players/h/hartjo01.html,/teams/NOP/2020.html
201,189,Isaiah Hartenstein,C,21,HOU,11,1,162,5.3,7.6,.706,0.0,0.2,.000,5.3,7.3,.727,2.4,3.3,.733,3.3,7.3,10.7,2.2,0.9,1.3,2.2,5.6,13.1,/players/h/harteis01.html,/teams/HOU/2020.html
202,190,Udonis Haslem,PF,39,MIA,2,0,11,3.3,3.3,1.000,0.0,0.0,,3.3,3.3,1.000,9.8,13.1,.750,0.0,9.8,9.8,0.0,0.0,0.0,0.0,9.8,16.4,/players/h/hasleud01.html,/teams/MIA/2020.html
203,191,Jaxson Hayes,C,19,NOP,31,10,626,5.5,8.7,.629,0.1,0.2,.250,5.4,8.5,.639,3.6,5.5,.653,3.3,4.9,8.2,1.5,1.2,2.0,1.5,5.4,14.5,/players/h/hayesja02.html,/teams/NOP/2020.html
204,192,Gordon Hayward,SF,29,BOS,14,14,427,7.8,14.8,.526,1.5,4.4,.346,6.2,10.4,.602,2.1,2.5,.833,0.8,6.2,7.0,5.2,0.9,0.6,1.9,2.2,19.1,/players/h/haywago01.html,/teams/BOS/2020.html
205,193,John Henson,PF,29,CLE,14,0,178,4.9,9.1,.533,0.4,2.4,.167,4.4,6.7,.667,1.2,3.4,.353,2.6,7.1,9.7,3.8,1.8,4.0,2.2,4.4,11.3,/players/h/hensojo01.html,/teams/CLE/2020.html
206,194,Dewan Hernandez,C,23,TOR,4,0,11,3.3,16.4,.200,0.0,3.3,.000,3.3,13.1,.250,6.5,6.5,1.000,6.5,16.4,22.9,0.0,3.3,0.0,3.3,19.6,13.1,/players/h/hernade01.html,/teams/TOR/2020.html
207,195,Juan Hernangómez,PF,24,DEN,20,0,256,3.5,9.8,.357,1.7,6.3,.267,1.8,3.5,.520,1.1,2.1,.533,1.7,5.2,6.9,2.0,0.1,0.4,1.4,2.3,9.8,/players/h/hernaju01.html,/teams/DEN/2020.html
208,196,Willy Hernangómez,C,25,CHO,11,0,69,5.7,13.6,.423,1.0,3.7,.286,4.7,9.9,.474,3.1,6.3,.500,5.2,7.3,12.5,1.6,0.5,1.6,3.1,2.6,15.7,/players/h/hernawi01.html,/teams/CHO/2020.html
209,197,Tyler Herro,SG,20,MIA,31,3,894,6.3,15.0,.422,2.6,6.7,.389,3.7,8.3,.449,2.1,2.5,.869,0.4,5.0,5.4,2.7,0.8,0.1,2.3,1.6,17.4,/players/h/herroty01.html,/teams/MIA/2020.html
210,198,Kevin Hervey,F,23,OKC,2,0,8,0.0,18.0,.000,0.0,13.5,.000,0.0,4.5,.000,0.0,0.0,,0.0,9.0,9.0,4.5,0.0,0.0,0.0,4.5,0.0,/players/h/herveke01.html,/teams/OKC/2020.html
211,199,Mario Hezonja,PF,24,POR,25,4,414,3.0,8.7,.350,0.9,2.8,.313,2.2,5.9,.368,2.1,2.5,.828,1.4,8.0,9.4,1.9,1.1,0.2,1.7,4.8,9.0,/players/h/hezonma01.html,/teams/POR/2020.html
212,200,Buddy Hield,SG,27,SAC,33,33,1128,7.9,19.0,.414,3.8,10.6,.360,4.0,8.3,.483,1.8,2.2,.812,0.9,4.3,5.3,3.2,0.9,0.4,2.6,2.6,21.3,/players/h/hieldbu01.html,/teams/SAC/2020.html
214,201,George Hill,PG,33,MIL,32,0,688,6.3,11.3,.560,2.8,5.2,.530,3.6,6.1,.586,2.3,2.7,.843,1.6,3.8,5.4,5.0,1.3,0.2,1.6,2.4,17.7,/players/h/hillge01.html,/teams/MIL/2020.html
215,202,Solomon Hill,SF,28,MEM,32,2,631,4.0,9.8,.409,2.3,5.8,.392,1.7,3.9,.435,1.0,1.4,.708,1.1,4.8,6.0,3.4,1.5,0.3,1.7,2.9,11.2,/players/h/hillso01.html,/teams/MEM/2020.html
216,203,Jaylen Hoard,SF,20,POR,5,0,18,6.0,12.0,.500,0.0,0.0,,6.0,12.0,.500,2.0,4.0,.500,6.0,8.0,14.0,4.0,2.0,0.0,0.0,2.0,14.0,/players/h/hoardja01.html,/teams/POR/2020.html
217,204,Aaron Holiday,PG,23,IND,31,14,718,6.3,14.4,.436,2.7,6.3,.424,3.6,8.1,.444,1.8,2.1,.878,0.6,3.4,3.9,4.8,1.4,0.2,2.2,2.7,17.0,/players/h/holidaa01.html,/teams/IND/2020.html
218,205,Jrue Holiday,SG,29,NOP,32,32,1142,8.0,18.2,.442,2.0,5.8,.348,6.0,12.4,.486,2.0,2.8,.689,1.4,3.5,4.9,6.6,1.8,0.8,3.1,2.2,20.0,/players/h/holidjr01.html,/teams/NOP/2020.html
219,206,Justin Holiday,SG,30,IND,33,2,829,3.7,9.5,.393,2.2,5.9,.365,1.6,3.6,.439,0.9,1.1,.800,0.7,4.5,5.2,2.1,1.5,0.8,0.8,2.3,10.5,/players/h/holidju01.html,/teams/IND/2020.html
220,207,Rondae Hollis-Jefferson,SF,25,TOR,25,0,490,5.5,11.2,.493,0.1,0.7,.200,5.4,10.4,.514,3.7,5.0,.750,4.1,5.4,9.6,2.8,1.4,0.7,2.0,4.0,14.9,/players/h/holliro01.html,/teams/TOR/2020.html
221,208,Richaun Holmes,C,26,SAC,33,29,968,6.7,10.1,.664,0.0,0.0,,6.7,10.1,.664,2.4,2.9,.821,3.8,6.7,10.5,1.3,1.3,1.6,1.5,5.0,15.8,/players/h/holmeri01.html,/teams/SAC/2020.html
222,209,Rodney Hood,SF,27,POR,21,21,619,5.1,10.0,.506,2.0,4.1,.493,3.0,5.9,.515,1.2,1.6,.778,0.6,3.6,4.2,1.9,1.0,0.2,1.1,2.7,13.4,/players/h/hoodro01.html,/teams/POR/2020.html
223,210,Al Horford,C,33,PHI,31,31,946,6.1,13.3,.460,1.6,4.8,.344,4.5,8.6,.524,1.0,1.5,.692,1.9,5.9,7.8,4.5,1.2,1.2,1.3,2.8,14.9,/players/h/horfoal01.html,/teams/PHI/2020.html
224,211,Talen Horton-Tucker,SG,19,LAL,2,0,5,0.0,7.2,.000,0.0,7.2,.000,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,14.4,7.2,0.0,0.0,0.0,0.0,/players/h/hortota01.html,/teams/LAL/2020.html
225,212,Danuel House,SF,26,HOU,27,25,832,4.6,10.5,.440,2.6,6.8,.385,2.0,3.8,.540,1.5,2.0,.761,1.4,3.4,4.8,1.5,1.2,0.6,1.1,2.6,13.4,/players/h/houseda01.html,/teams/HOU/2020.html
226,213,Dwight Howard,C,34,LAL,33,0,647,5.3,7.0,.762,0.1,0.2,.333,5.3,6.8,.772,2.3,4.7,.488,4.1,8.6,12.6,1.3,0.7,2.5,2.2,6.3,13.0,/players/h/howardw01.html,/teams/LAL/2020.html
227,214,Kevin Huerter,SG,21,ATL,22,14,557,4.7,12.1,.385,2.5,7.0,.352,2.2,5.1,.430,1.6,1.9,.833,0.7,3.9,4.6,4.8,1.3,0.6,2.3,3.0,13.4,/players/h/huertke01.html,/teams/ATL/2020.html
228,215,De'Andre Hunter,SF,22,ATL,32,31,1015,5.1,12.9,.398,1.9,5.6,.338,3.3,7.3,.444,2.1,2.7,.763,0.5,3.8,4.4,2.1,0.7,0.3,1.9,3.0,14.2,/players/h/huntede01.html,/teams/ATL/2020.html
229,216,Chandler Hutchison,SF,23,CHI,9,6,154,4.7,10.3,.455,1.2,2.8,.417,3.5,7.5,.469,4.4,6.8,.655,0.2,7.5,7.7,1.9,1.2,0.5,2.8,2.8,15.0,/players/h/hutchch01.html,/teams/CHI/2020.html
230,217,Serge Ibaka,C,30,TOR,23,6,569,8.0,16.5,.483,1.2,3.6,.333,6.8,12.9,.525,3.0,3.9,.770,3.1,8.4,11.5,1.8,0.7,1.3,2.8,3.9,20.1,/players/i/ibakase01.html,/teams/TOR/2020.html
231,218,Ersan İlyasova,PF,32,MIL,31,4,526,6.4,12.4,.519,2.1,5.4,.392,4.3,7.0,.618,2.6,3.3,.792,2.7,8.6,11.3,2.1,1.0,0.8,1.2,3.1,17.6,/players/i/ilyaser01.html,/teams/MIL/2020.html
232,219,Joe Ingles,SF,32,UTA,32,12,957,4.3,9.6,.441,2.5,6.2,.409,1.7,3.5,.500,1.3,1.6,.810,0.5,4.8,5.3,5.2,1.1,0.2,2.4,2.9,12.3,/players/i/inglejo01.html,/teams/UTA/2020.html
233,220,Brandon Ingram,PF,22,NOP,30,30,1022,9.5,19.3,.491,2.5,6.0,.409,7.0,13.3,.528,5.3,6.2,.857,0.9,6.5,7.4,4.1,1.0,0.8,3.0,3.1,26.7,/players/i/ingrabr01.html,/teams/NOP/2020.html
235,221,Kyrie Irving,PG,27,BRK,11,11,372,10.8,24.4,.444,3.0,8.8,.341,7.8,15.6,.503,5.7,6.1,.937,1.0,4.7,5.7,7.6,1.2,0.6,2.5,3.1,30.4,/players/i/irvinky01.html,/teams/BRK/2020.html
236,222,Jonathan Isaac,SF,22,ORL,30,30,914,5.6,12.1,.463,1.2,3.5,.337,4.4,8.6,.514,2.2,2.7,.809,2.0,6.4,8.4,1.7,1.8,3.0,1.9,3.0,14.5,/players/i/isaacjo01.html,/teams/ORL/2020.html
237,223,Wesley Iwundu,SF,25,ORL,18,3,251,2.4,8.6,.283,0.1,2.3,.063,2.3,6.3,.364,2.4,2.9,.850,1.1,4.2,5.3,2.4,1.3,0.6,1.3,2.7,7.5,/players/i/iwundwe01.html,/teams/ORL/2020.html
238,224,Frank Jackson,PG,21,NOP,27,1,355,5.6,15.1,.369,2.0,7.0,.290,3.5,8.1,.438,2.6,3.2,.813,0.5,2.8,3.3,2.3,0.9,0.1,2.3,3.8,15.8,/players/j/jacksfr01.html,/teams/NOP/2020.html
239,225,Jaren Jackson,C,20,MEM,33,33,918,8.2,17.5,.471,3.3,8.3,.396,4.9,9.2,.538,3.0,4.0,.755,1.3,4.8,6.1,2.0,0.8,1.7,2.3,5.2,22.8,/players/j/jacksja02.html,/teams/MEM/2020.html
240,226,Justin Jackson,PF,24,DAL,28,0,414,5.5,13.0,.423,2.2,6.5,.333,3.3,6.4,.514,1.4,1.8,.762,1.0,5.0,6.0,1.4,0.4,0.2,0.4,3.0,14.5,/players/j/jacksju01.html,/teams/DAL/2020.html
241,227,Reggie Jackson,PG,29,DET,2,2,36,4.0,11.0,.364,1.0,5.0,.200,3.0,6.0,.500,1.0,1.0,1.000,1.0,4.0,5.0,8.0,0.0,0.0,1.0,2.0,10.0,/players/j/jacksre01.html,/teams/DET/2020.html
242,228,Justin James,SG,23,SAC,15,0,176,5.1,12.3,.417,1.2,4.3,.286,3.9,8.0,.487,0.4,1.8,.222,0.6,4.5,5.1,2.3,1.0,1.6,1.4,2.7,11.9,/players/j/jamesju01.html,/teams/SAC/2020.html
243,229,LeBron James,PG,35,LAL,32,32,1119,9.9,20.3,.487,2.2,6.4,.345,7.7,13.9,.553,3.8,5.6,.688,1.1,6.7,7.7,11.2,1.3,0.6,3.9,2.0,25.9,/players/j/jamesle01.html,/teams/LAL/2020.html
244,230,Amile Jefferson,PF,26,ORL,8,0,21,5.1,6.9,.750,0.0,0.0,,5.1,6.9,.750,0.0,3.4,.000,5.1,6.9,12.0,3.4,0.0,0.0,3.4,5.1,10.3,/players/j/jeffeam01.html,/teams/ORL/2020.html
245,231,DaQuan Jeffries,SG,22,SAC,2,0,11,3.3,3.3,1.000,0.0,0.0,,3.3,3.3,1.000,0.0,0.0,,3.3,0.0,3.3,3.3,0.0,0.0,0.0,3.3,6.5,/players/j/jeffrda01.html,/teams/SAC/2020.html
246,232,Ty Jerome,PG,22,PHO,10,0,134,4.3,13.2,.327,1.6,5.4,.300,2.7,7.8,.345,1.1,1.3,.800,0.8,3.8,4.6,5.9,3.0,0.0,2.4,3.5,11.3,/players/j/jeromty01.html,/teams/PHO/2020.html
247,233,Alize Johnson,SF,23,IND,10,0,43,5.9,10.9,.538,0.0,0.0,,5.9,10.9,.538,2.5,3.3,.750,5.0,7.5,12.6,1.7,0.0,0.0,0.8,5.0,14.2,/players/j/johnsal02.html,/teams/IND/2020.html
248,234,B.J. Johnson,SF,24,ORL,1,0,3,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/players/j/johnsbj01.html,/teams/ORL/2020.html
249,235,Cameron Johnson,PF,23,PHO,29,0,613,5.2,12.1,.427,3.4,8.5,.403,1.8,3.6,.484,1.4,1.7,.793,1.6,3.9,5.5,1.8,0.9,0.5,1.1,2.7,15.1,/players/j/johnsca02.html,/teams/PHO/2020.html
250,236,James Johnson,PF,32,MIA,6,0,68,4.2,9.5,.444,1.1,4.8,.222,3.2,4.8,.667,1.1,2.1,.500,1.1,4.8,5.8,2.1,1.6,1.1,2.1,2.6,10.6,/players/j/johnsja01.html,/teams/MIA/2020.html
251,237,Keldon Johnson,SF,20,SAS,1,0,2,0.0,18.0,.000,0.0,0.0,,0.0,18.0,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/players/j/johnske04.html,/teams/SAS/2020.html
252,238,Stanley Johnson,PF,23,TOR,7,0,25,8.6,18.7,.462,1.4,5.8,.250,7.2,13.0,.556,0.0,0.0,,2.9,10.1,13.0,0.0,2.9,0.0,7.2,8.6,18.7,/players/j/johnsst04.html,/teams/TOR/2020.html
253,239,Tyler Johnson,SG,27,PHO,22,3,403,4.2,11.0,.382,1.7,5.4,.311,2.5,5.5,.452,1.8,2.3,.769,0.7,3.1,3.8,3.8,0.7,0.6,1.8,2.9,11.9,/players/j/johnsty01.html,/teams/PHO/2020.html
254,240,Nikola Jokić,C,24,DEN,32,32,997,8.2,16.5,.498,1.4,4.7,.310,6.8,11.9,.571,2.9,3.6,.810,2.6,8.9,11.5,7.8,1.2,0.6,2.9,3.6,20.8,/players/j/jokicni01.html,/teams/DEN/2020.html
256,241,Damian Jones,C,24,ATL,30,19,533,5.6,8.2,.686,0.1,0.4,.333,5.5,7.8,.704,2.5,3.6,.698,3.2,4.5,7.7,1.4,0.9,1.8,1.2,6.3,13.8,/players/j/jonesda03.html,/teams/ATL/2020.html
257,242,Derrick Jones,SF,22,MIA,18,0,408,4.7,9.1,.515,0.8,3.3,.243,3.9,5.8,.667,2.7,3.7,.738,1.3,4.6,5.9,1.7,1.7,0.8,1.3,3.8,12.9,/players/j/jonesde02.html,/teams/MIA/2020.html
258,243,Tyus Jones,PG,23,MEM,34,6,674,4.8,10.9,.434,1.0,3.0,.321,3.8,8.0,.477,1.1,1.5,.750,0.3,2.7,3.0,8.8,1.7,0.2,1.9,1.4,11.6,/players/j/jonesty01.html,/teams/MEM/2020.html
259,244,DeAndre Jordan,C,31,BRK,28,3,592,5.6,8.7,.643,0.0,0.0,,5.6,8.7,.643,2.6,3.9,.672,4.3,12.6,16.8,3.6,0.7,1.6,2.0,3.4,13.8,/players/j/jordade01.html,/teams/BRK/2020.html
260,245,Cory Joseph,PG,28,SAC,33,20,884,3.3,8.6,.377,0.7,2.7,.273,2.5,5.9,.425,1.0,1.1,.893,0.8,3.0,3.8,5.3,1.0,0.6,1.8,2.8,8.3,/players/j/josepco01.html,/teams/SAC/2020.html
261,246,Mfiondu Kabengele,C,22,LAC,10,0,44,8.2,18.0,.455,4.9,9.8,.500,3.3,8.2,.400,2.5,2.5,1.000,0.8,5.7,6.5,0.8,0.8,0.8,0.8,4.9,23.7,/players/k/kabenmf01.html,/teams/LAC/2020.html
262,247,Frank Kaminsky,C,26,PHO,32,13,718,6.4,14.0,.455,2.0,5.6,.348,4.4,8.4,.527,3.0,4.4,.670,1.5,6.4,7.9,3.6,0.7,0.5,1.7,3.5,17.6,/players/k/kaminfr01.html,/teams/PHO/2020.html
263,248,Enes Kanter,C,27,BOS,23,3,402,7.3,12.7,.570,0.1,0.3,.333,7.2,12.4,.576,2.7,4.0,.667,6.2,9.2,15.4,2.2,1.3,1.3,1.7,3.1,17.3,/players/k/kanteen01.html,/teams/BOS/2020.html
264,249,Luke Kennard,SG,23,DET,28,25,922,5.9,13.4,.442,2.9,7.1,.399,3.0,6.2,.491,2.6,2.9,.893,0.4,3.5,3.8,4.5,0.5,0.2,1.7,2.5,17.3,/players/k/kennalu01.html,/teams/DET/2020.html
265,250,Stanton Kidd,SF,27,UTA,4,0,15,0.0,7.2,.000,0.0,2.4,.000,0.0,4.8,.000,0.0,0.0,,0.0,7.2,7.2,2.4,0.0,0.0,4.8,7.2,0.0,/players/k/kiddst01.html,/teams/UTA/2020.html
266,251,Michael Kidd-Gilchrist,PF,26,CHO,11,0,151,4.1,12.2,.333,1.2,4.1,.294,2.9,8.1,.353,1.7,2.1,.778,2.1,6.0,8.1,2.1,0.0,0.7,1.7,4.3,11.0,/players/k/kiddgmi01.html,/teams/CHO/2020.html
267,252,Louis King,F,20,DET,2,0,7,15.4,30.9,.500,5.1,15.4,.333,10.3,15.4,.667,0.0,0.0,,5.1,5.1,10.3,5.1,5.1,0.0,5.1,0.0,36.0,/players/k/kinglo02.html,/teams/DET/2020.html
268,253,Maxi Kleber,C,28,DAL,31,5,736,4.3,9.6,.444,2.2,5.6,.383,2.1,4.0,.531,1.6,1.8,.889,2.4,5.7,8.1,1.5,0.4,1.0,1.2,3.4,12.2,/players/k/klebima01.html,/teams/DAL/2020.html
269,254,Brandon Knight,PG,28,CLE,10,0,114,5.1,14.8,.340,3.8,11.1,.343,1.3,3.8,.333,0.9,2.5,.375,0.3,2.2,2.5,5.1,1.3,0.3,2.5,2.8,14.8,/players/k/knighbr03.html,/teams/CLE/2020.html
270,255,Kevin Knox,SF,20,NYK,32,4,642,4.8,12.6,.384,2.3,6.6,.347,2.5,5.9,.425,2.3,3.4,.683,0.7,4.6,5.3,2.1,1.0,0.9,1.4,2.9,14.2,/players/k/knoxke01.html,/teams/NYK/2020.html
271,256,John Konchar,SG,23,MEM,2,0,8,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,/players/k/konchjo01.html,/teams/MEM/2020.html
272,257,Furkan Korkmaz,SG,22,PHI,34,11,706,5.3,12.3,.432,2.8,7.4,.379,2.5,4.9,.510,1.0,1.3,.760,0.4,3.6,3.9,1.4,1.0,0.4,1.2,2.5,14.4,/players/k/korkmfu01.html,/teams/PHI/2020.html
273,258,Luke Kornet,C,24,CHI,16,0,148,3.9,11.9,.327,1.5,6.8,.214,2.4,5.1,.476,1.2,1.2,1.000,1.5,4.1,5.6,1.5,0.5,2.7,0.7,3.2,10.5,/players/k/kornelu01.html,/teams/CHI/2020.html
274,259,Kyle Korver,SF,38,MIL,29,0,479,4.4,11.0,.401,3.5,8.9,.395,0.9,2.1,.429,1.2,1.4,.842,0.5,3.4,3.9,2.3,1.1,0.5,1.7,2.5,13.6,/players/k/korveky01.html,/teams/MIL/2020.html
275,260,Rodions Kurucs,PF,21,BRK,16,0,169,3.6,8.3,.436,1.5,3.0,.500,2.1,5.3,.400,1.1,2.1,.500,1.9,6.4,8.3,1.1,1.3,0.2,4.0,5.5,9.8,/players/k/kurucro01.html,/teams/BRK/2020.html
277,261,Kyle Kuzma,PF,24,LAL,24,1,567,6.7,15.4,.432,2.5,7.2,.354,4.1,8.3,.500,2.3,3.2,.720,0.8,4.6,5.4,1.1,0.6,0.6,2.4,2.5,18.2,/players/k/kuzmaky01.html,/teams/LAL/2020.html
278,262,Skal Labissière,C,23,POR,33,1,567,5.1,9.3,.551,0.2,0.8,.231,5.0,8.5,.582,1.6,2.1,.758,4.1,6.6,10.7,2.7,0.4,2.0,1.9,5.7,12.1,/players/l/labissk01.html,/teams/POR/2020.html
279,263,Jeremy Lamb,SG,27,IND,22,22,667,6.2,13.8,.447,1.3,4.4,.293,4.9,9.3,.520,2.6,3.1,.845,0.6,4.9,5.6,2.9,1.5,0.8,1.7,2.6,16.2,/players/l/lambje01.html,/teams/IND/2020.html
280,264,Romeo Langford,SG,20,BOS,7,0,86,2.9,7.5,.389,0.8,3.8,.222,2.1,3.8,.556,1.3,1.7,.750,1.7,1.3,2.9,0.4,1.3,0.8,0.8,2.5,8.0,/players/l/langfro01.html,/teams/BOS/2020.html
281,265,Zach LaVine,SG,24,CHI,33,33,1099,8.5,19.8,.431,3.3,8.4,.396,5.2,11.5,.457,5.0,6.0,.831,0.8,4.2,5.0,4.2,1.4,0.5,3.7,2.5,25.4,/players/l/lavinza01.html,/teams/CHI/2020.html
282,266,Jake Layman,PF,25,MIN,14,2,369,6.0,12.9,.462,1.9,5.3,.352,4.1,7.6,.538,0.6,1.0,.600,1.2,2.8,4.0,1.1,1.2,1.0,1.8,3.0,14.3,/players/l/laymaja01.html,/teams/MIN/2020.html
283,267,T.J. Leaf,PF,22,IND,20,1,172,5.7,13.0,.435,1.0,2.7,.385,4.6,10.3,.449,1.3,2.1,.600,4.2,8.0,12.1,1.3,1.5,0.6,1.3,3.1,13.6,/players/l/leaftj01.html,/teams/IND/2020.html
284,268,Courtney Lee,SG,34,DAL,8,3,69,6.8,11.5,.591,3.7,6.3,.583,3.1,5.2,.600,0.0,0.0,,0.0,1.6,1.6,1.6,0.0,1.0,1.0,2.6,17.2,/players/l/leeco01.html,/teams/DAL/2020.html
285,269,Damion Lee,SG,27,GSW,20,7,505,5.6,13.5,.416,1.9,5.1,.375,3.7,8.4,.441,4.2,4.8,.881,1.4,6.2,7.6,3.1,1.1,0.0,1.6,2.7,17.4,/players/l/leeda03.html,/teams/GSW/2020.html
286,270,Alex Len,C,26,ATL,31,9,552,6.8,12.3,.559,0.9,2.7,.333,5.9,9.5,.623,2.3,3.5,.648,3.2,7.3,10.5,2.3,1.0,1.5,2.1,4.6,16.9,/players/l/lenal01.html,/teams/ATL/2020.html
287,271,Kawhi Leonard,SF,28,LAC,25,25,795,10.1,22.2,.455,2.0,5.5,.369,8.1,16.7,.484,6.8,7.7,.882,1.3,7.6,8.9,5.8,2.0,0.6,3.8,2.2,29.0,/players/l/leonaka01.html,/teams/LAC/2020.html
288,272,Meyers Leonard,PF,27,MIA,32,32,604,4.4,8.0,.552,1.7,3.8,.460,2.7,4.2,.634,0.5,0.8,.615,1.0,7.8,8.8,1.9,0.4,0.8,1.4,3.9,11.0,/players/l/leoname01.html,/teams/MIA/2020.html
289,273,Caris LeVert,SG,25,BRK,9,9,284,7.5,17.7,.421,1.6,4.6,.361,5.8,13.2,.442,2.5,3.9,.645,1.3,4.4,5.7,4.6,0.8,0.1,3.9,2.5,19.1,/players/l/leverca01.html,/teams/BRK/2020.html
290,274,Damian Lillard,PG,29,POR,31,31,1141,8.2,18.6,.442,3.3,9.3,.356,4.9,9.2,.529,6.7,7.4,.898,0.4,3.6,4.0,7.4,0.9,0.4,2.8,2.0,26.4,/players/l/lillada01.html,/teams/POR/2020.html
291,275,Nassir Little,PF,19,POR,22,3,310,3.7,9.2,.405,0.6,3.5,.167,3.1,5.7,.551,2.0,3.0,.654,2.4,5.3,7.8,1.5,0.9,0.8,1.0,4.4,10.0,/players/l/littlna01.html,/teams/POR/2020.html
292,276,Kevon Looney,C,23,GSW,10,3,105,3.8,11.0,.344,0.3,0.7,.500,3.4,10.3,.333,1.0,1.7,.600,5.1,4.8,9.9,1.4,1.0,0.7,2.1,5.8,8.9,/players/l/looneke01.html,/teams/GSW/2020.html
293,277,Brook Lopez,C,31,MIL,32,32,845,4.9,12.3,.399,2.0,6.6,.308,2.9,5.6,.508,2.3,2.5,.898,0.9,5.8,6.8,2.1,1.0,3.3,1.4,3.1,14.1,/players/l/lopezbr01.html,/teams/MIL/2020.html
294,278,Robin Lopez,C,31,MIL,34,2,487,5.8,11.2,.513,1.2,3.9,.302,4.6,7.3,.626,1.3,2.3,.548,2.4,4.1,6.5,1.7,0.4,1.6,2.6,3.8,14.0,/players/l/lopezro01.html,/teams/MIL/2020.html
295,279,Kevin Love,PF,31,CLE,27,27,826,6.4,14.1,.451,2.8,7.4,.385,3.5,6.8,.523,4.1,4.9,.841,1.1,11.3,12.5,3.4,0.7,0.4,3.2,1.6,19.7,/players/l/loveke01.html,/teams/CLE/2020.html
296,280,Kyle Lowry,PG,33,TOR,22,22,839,5.9,13.8,.427,2.9,7.9,.372,3.0,5.9,.500,4.9,5.7,.865,0.5,4.2,4.7,7.0,1.2,0.3,3.2,2.8,19.6,/players/l/lowryky01.html,/teams/TOR/2020.html
298,281,Timothé Luwawu-Cabarrot,SG,24,BRK,9,0,149,2.9,8.2,.353,1.2,3.9,.313,1.7,4.3,.389,2.2,2.9,.750,0.5,3.6,4.1,1.4,1.0,0.2,2.2,2.9,9.2,/players/l/luwawti01.html,/teams/BRK/2020.html
