,ranker,player,pos,age,team_id,g,gs,mp,fg_per_poss,fga_per_poss,fg_pct,fg3_per_poss,fg3a_per_poss,fg3_pct,fg2_per_poss,fg2a_per_poss,fg2_pct,ft_per_poss,fta_per_poss,ft_pct,orb_per_poss,drb_per_poss,trb_per_poss,ast_per_poss,stl_per_poss,blk_per_poss,tov_per_poss,pf_per_poss,pts_per_poss,,off_rtg,def_rtg,player_link,team_id_link
0,1,Steven Adams,C,26,OKC,29,29,806,8.8,14.3,.619,0.0,0.1,.000,8.8,14.2,.621,2.7,5.3,.511,6.0,11.0,17.0,4.8,1.1,2.2,2.7,3.3,20.4,,123,105,/players/a/adamsst01.html,/teams/OKC/2020.html
1,2,Bam Adebayo,C,22,MIA,32,32,1098,8.2,14.6,.564,0.0,0.4,.111,8.2,14.2,.576,5.6,8.2,.686,3.6,11.3,14.9,6.5,2.0,1.8,3.9,3.7,22.1,,117,102,/players/a/adebaba01.html,/teams/MIA/2020.html
2,3,LaMarcus Aldridge,C,34,SAS,29,29,953,11.4,22.2,.512,1.1,2.8,.404,10.2,19.4,.528,4.2,5.0,.832,3.1,7.8,10.8,3.5,0.9,2.7,2.1,3.3,28.1,,116,110,/players/a/aldrila01.html,/teams/SAS/2020.html
3,4,Nickeil Alexander-Walker,SG,21,NOP,27,0,341,7.5,22.2,.340,4.0,11.6,.341,3.6,10.5,.338,1.5,2.2,.688,0.5,7.0,7.5,6.3,1.2,0.5,3.6,4.2,20.5,,90,113,/players/a/alexani01.html,/teams/NOP/2020.html
4,5,Grayson Allen,SG,24,MEM,19,0,347,7.7,17.6,.435,3.8,9.5,.394,3.9,8.1,.483,2.7,3.1,.870,0.4,6.0,6.4,3.9,0.7,0.1,2.6,3.6,21.8,,107,116,/players/a/allengr01.html,/teams/MEM/2020.html
5,6,Jarrett Allen,C,21,BRK,31,28,823,8.3,12.7,.658,0.0,0.1,.000,8.3,12.5,.664,4.8,7.6,.634,6.3,12.0,18.3,2.3,1.3,2.5,2.1,4.3,21.5,,133,103,/players/a/allenja01.html,/teams/BRK/2020.html
6,7,Kadeem Allen,SG,27,NYK,2,0,18,8.1,18.9,.429,8.1,13.5,.600,0.0,5.4,.000,0.0,0.0,,0.0,0.0,0.0,5.4,2.7,0.0,5.4,5.4,24.3,,104,115,/players/a/allenka01.html,/teams/NYK/2020.html
7,8,Al-Farouq Aminu,PF,29,ORL,18,2,380,3.2,11.1,.291,1.2,4.6,.250,2.1,6.4,.320,2.4,3.7,.655,3.1,8.1,11.2,2.7,2.3,1.0,2.2,3.5,10.0,,88,106,/players/a/aminual01.html,/teams/ORL/2020.html
8,9,Kyle Anderson,PF,26,MEM,28,2,511,5.7,12.1,.466,0.5,2.2,.208,5.2,9.9,.523,2.1,3.4,.622,2.8,8.3,11.1,6.1,1.6,1.3,2.4,3.9,13.9,,108,111,/players/a/anderky01.html,/teams/MEM/2020.html
9,10,Ryan Anderson,PF,31,HOU,2,0,14,6.6,23.2,.286,3.3,16.6,.200,3.3,6.6,.500,0.0,0.0,,0.0,23.2,23.2,6.6,3.3,0.0,3.3,3.3,16.6,,79,98,/players/a/anderry01.html,/teams/HOU/2020.html
10,11,Giannis Antetokounmpo,PF,25,MIL,31,31,963,16.8,30.2,.554,2.5,7.6,.327,14.3,22.7,.630,9.1,15.2,.597,3.9,15.2,19.1,8.4,1.9,1.8,5.4,4.6,45.1,,117,96,/players/a/antetgi01.html,/teams/MIL/2020.html
11,12,Kostas Antetokounmpo,PF,22,LAL,2,0,3,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,,,106,/players/a/antetko01.html,/teams/LAL/2020.html
12,13,Thanasis Antetokounmpo,SF,27,MIL,8,0,40,10.3,17.2,.600,0.0,1.1,.000,10.3,16.0,.643,4.6,9.2,.500,5.7,1.1,6.9,6.9,1.1,1.1,3.4,5.7,25.2,,121,106,/players/a/antetth01.html,/teams/MIL/2020.html
13,14,Carmelo Anthony,PF,35,POR,18,18,561,9.1,21.8,.417,2.4,5.9,.400,6.7,15.9,.423,3.7,4.5,.815,1.8,7.8,9.6,1.8,1.8,1.2,3.1,4.7,24.2,,98,110,/players/a/anthoca01.html,/teams/POR/2020.html
14,15,OG Anunoby,SF,22,TOR,32,32,947,7.1,14.3,.493,2.1,6.1,.344,4.9,8.2,.605,1.5,2.4,.625,1.7,7.6,9.2,2.5,1.8,1.3,2.2,4.1,17.7,,108,104,/players/a/anunoog01.html,/teams/TOR/2020.html
15,16,Ryan Arcidiacono,PG,25,CHI,33,0,497,4.2,11.0,.383,2.7,6.6,.406,1.5,4.4,.348,1.7,2.3,.750,1.3,3.9,5.3,4.8,1.3,0.2,1.7,5.2,12.9,,110,109,/players/a/arcidry01.html,/teams/CHI/2020.html
16,17,Trevor Ariza,SF,34,SAC,24,0,568,3.9,10.6,.372,2.7,7.8,.348,1.2,2.8,.438,1.0,1.3,.800,1.4,7.9,9.3,2.9,2.1,0.5,1.8,3.8,11.6,,104,109,/players/a/arizatr01.html,/teams/SAC/2020.html
17,18,D.J. Augustin,PG,32,ORL,32,6,824,6.2,15.6,.395,2.2,6.5,.339,4.0,9.1,.435,4.5,5.0,.905,0.8,3.7,4.5,8.7,1.2,0.1,2.4,2.1,19.1,,113,112,/players/a/augusdj01.html,/teams/ORL/2020.html
18,19,Deandre Ayton,C,21,PHO,2,2,58,14.5,26.6,.545,0.0,0.0,,14.5,26.6,.545,0.0,0.8,.000,8.1,10.5,18.6,2.4,0.8,4.0,1.6,3.2,29.1,,111,106,/players/a/aytonde01.html,/teams/PHO/2020.html
19,20,Dwayne Bacon,SG,24,CHO,25,10,409,6.0,19.5,.309,1.2,5.4,.222,4.8,14.1,.342,2.9,4.2,.686,1.2,5.5,6.7,3.5,2.0,0.2,2.5,3.9,16.1,,81,113,/players/b/bacondw01.html,/teams/CHO/2020.html
21,21,Marvin Bagley,PF,20,SAC,9,3,212,11.7,25.5,.459,0.7,3.3,.214,11.0,22.2,.495,4.7,5.8,.800,4.2,10.3,14.5,1.4,0.9,1.9,3.0,6.1,28.8,,101,109,/players/b/baglema01.html,/teams/SAC/2020.html
22,22,Lonzo Ball,PG,22,NOP,26,17,737,6.6,17.3,.383,3.6,10.0,.361,3.0,7.3,.414,0.9,1.9,.500,1.9,6.5,8.4,8.5,2.0,0.4,4.3,3.0,17.9,,99,112,/players/b/balllo01.html,/teams/NOP/2020.html
23,23,Mo Bamba,C,21,ORL,28,0,436,7.5,16.7,.450,2.2,6.2,.364,5.3,10.6,.500,1.1,1.7,.667,4.7,11.5,16.2,1.9,1.0,4.2,3.1,6.2,18.4,,100,102,/players/b/bambamo01.html,/teams/ORL/2020.html
24,24,J.J. Barea,PG,35,DAL,8,0,111,12.6,27.3,.460,6.1,10.8,.560,6.5,16.5,.395,1.7,1.7,1.000,0.9,4.3,5.2,9.5,0.9,0.4,3.0,2.6,33.0,,119,112,/players/b/bareajo01.html,/teams/DAL/2020.html
25,25,Harrison Barnes,PF,27,SAC,33,33,1162,7.3,16.7,.439,1.9,5.5,.341,5.5,11.2,.487,5.1,6.3,.804,1.5,5.8,7.4,3.0,1.0,0.2,2.0,1.7,21.6,,112,114,/players/b/barneha02.html,/teams/SAC/2020.html
26,26,RJ Barrett,SG,19,NYK,32,32,1013,7.9,20.4,.389,1.7,5.4,.321,6.2,15.0,.413,3.6,6.4,.552,1.7,6.4,8.1,4.3,1.6,0.6,3.3,3.4,21.1,,92,113,/players/b/barrerj01.html,/teams/NYK/2020.html
27,27,Will Barton,SF,29,DEN,30,30,988,8.5,18.6,.460,2.4,6.5,.377,6.1,12.1,.504,2.5,3.4,.739,2.3,7.9,10.3,5.3,1.7,0.6,2.2,3.0,22.1,,113,105,/players/b/bartowi01.html,/teams/DEN/2020.html
28,28,Keita Bates-Diop,SF,24,MIN,19,0,334,6.4,14.0,.460,2.8,7.1,.392,3.6,6.9,.531,2.2,3.2,.696,1.3,5.3,6.6,1.1,1.1,1.0,0.8,2.2,17.9,,117,113,/players/b/bateske01.html,/teams/MIN/2020.html
29,29,Nicolas Batum,SF,31,CHO,16,2,357,2.8,7.4,.370,1.5,5.0,.306,1.2,2.5,.500,0.8,0.8,1.000,2.5,6.5,9.0,6.6,1.8,1.1,2.6,4.4,7.9,,107,112,/players/b/batumni01.html,/teams/CHO/2020.html
30,30,Aron Baynes,C,33,PHO,23,17,549,10.0,19.0,.525,2.9,7.8,.370,7.1,11.2,.634,2.7,3.8,.727,2.9,8.0,10.9,4.3,0.4,1.3,2.5,7.6,25.6,,118,112,/players/b/baynear01.html,/teams/PHO/2020.html
31,31,Kent Bazemore,SF,30,POR,33,11,812,5.2,14.3,.362,2.6,7.2,.363,2.6,7.1,.361,2.5,3.0,.827,0.6,6.9,7.5,2.7,1.9,1.5,2.9,5.5,15.5,,93,110,/players/b/bazemke01.html,/teams/POR/2020.html
32,32,Darius Bazley,PF,19,OKC,32,5,554,4.0,11.3,.357,1.9,6.2,.310,2.1,5.1,.414,1.1,1.8,.650,1.0,9.6,10.6,1.5,1.1,1.8,2.5,3.0,11.2,,83,107,/players/b/bazleda01.html,/teams/OKC/2020.html
33,33,Bradley Beal,SG,26,WAS,30,30,1099,12.0,27.5,.436,3.2,10.2,.317,8.8,17.3,.507,7.9,9.6,.828,1.4,4.7,6.1,8.4,1.4,0.4,4.3,3.1,35.2,,111,119,/players/b/bealbr01.html,/teams/WAS/2020.html
34,34,Malik Beasley,SG,23,DEN,25,0,397,8.1,20.4,.396,4.1,10.4,.393,4.0,9.9,.400,0.9,1.1,.778,0.7,3.9,4.6,3.1,1.4,0.5,2.6,3.5,21.1,,96,108,/players/b/beaslma01.html,/teams/DEN/2020.html
35,35,Marco Belinelli,SG,33,SAS,29,0,468,5.9,16.5,.356,2.9,8.5,.345,2.9,8.0,.367,2.2,3.0,.733,0.1,4.8,4.9,3.5,0.7,0.0,1.1,2.4,16.9,,99,116,/players/b/belinma01.html,/teams/SAS/2020.html
36,36,Jordan Bell,C,25,MIN,18,0,181,6.2,11.6,.533,0.0,1.3,.000,6.2,10.3,.600,4.1,6.5,.640,5.7,10.1,15.8,3.1,0.5,2.3,3.9,3.4,16.6,,108,110,/players/b/belljo01.html,/teams/MIN/2020.html
37,37,DeAndre' Bembry,SG,25,ATL,32,4,720,5.4,11.6,.467,0.8,3.0,.255,4.7,8.6,.541,1.3,2.5,.513,2.0,6.3,8.3,4.5,2.6,0.9,2.9,3.9,12.9,,98,112,/players/b/bembrde01.html,/teams/ATL/2020.html
38,38,Dragan Bender,SF,22,MIL,3,0,29,9.5,12.6,.750,3.2,6.3,.500,6.3,6.3,1.000,1.6,1.6,1.000,0.0,3.2,3.2,4.7,0.0,3.2,1.6,9.5,23.7,,158,105,/players/b/bendedr01.html,/teams/MIL/2020.html
39,39,Dāvis Bertāns,PF,27,WAS,28,4,839,7.8,17.5,.449,5.8,13.4,.434,2.0,4.1,.500,2.3,2.6,.894,1.4,6.2,7.6,2.7,1.0,1.0,1.2,4.0,23.8,,125,118,/players/b/bertada01.html,/teams/WAS/2020.html
40,40,Patrick Beverley,PG,31,LAC,29,29,839,4.9,11.9,.413,2.3,7.0,.328,2.6,4.9,.534,0.9,1.5,.593,2.2,7.6,9.7,5.3,2.2,1.1,2.1,5.4,13.0,,110,104,/players/b/beverpa01.html,/teams/LAC/2020.html
42,41,Khem Birch,C,27,ORL,19,11,409,3.6,7.7,.469,0.0,0.1,.000,3.6,7.5,.476,1.9,4.1,.471,4.3,7.3,11.6,2.4,1.3,1.7,1.6,5.5,9.1,,107,107,/players/b/birchkh01.html,/teams/ORL/2020.html
43,42,Goga Bitadze,C,20,IND,25,2,256,5.7,12.5,.455,0.8,3.0,.250,4.9,9.5,.520,2.8,4.0,.714,3.4,8.3,11.8,2.8,0.2,4.4,2.5,7.6,15.0,,105,104,/players/b/bitadgo01.html,/teams/IND/2020.html
44,43,Bismack Biyombo,C,27,CHO,33,18,622,8.2,14.2,.572,0.0,0.0,,8.2,14.2,.572,4.8,8.2,.592,6.1,8.8,14.9,2.4,0.5,2.1,1.7,5.8,21.1,,124,112,/players/b/biyombi01.html,/teams/CHO/2020.html
45,44,Nemanja Bjelica,PF,31,SAC,33,30,875,8.4,17.7,.476,3.5,8.2,.421,5.0,9.5,.524,1.6,1.9,.879,2.9,8.3,11.2,5.0,1.6,1.2,2.8,5.4,22.0,,116,109,/players/b/bjeline01.html,/teams/SAC/2020.html
46,45,Eric Bledsoe,PG,30,MIL,26,26,693,9.7,20.4,.477,2.1,6.2,.344,7.6,14.2,.535,4.3,5.3,.813,1.4,7.1,8.5,9.7,1.5,0.8,4.0,4.0,25.9,,114,103,/players/b/bledser01.html,/teams/MIL/2020.html
47,46,Bogdan Bogdanović,SG,27,SAC,28,0,795,9.2,21.8,.424,4.8,12.3,.391,4.4,9.5,.467,2.4,3.7,.661,0.6,4.7,5.2,6.4,2.0,0.4,3.6,3.5,25.7,,106,112,/players/b/bogdabo01.html,/teams/SAC/2020.html
48,47,Bojan Bogdanović,SF,30,UTA,31,31,1043,9.7,22.0,.441,4.5,10.4,.436,5.2,11.7,.447,5.8,6.5,.887,0.9,5.5,6.4,3.1,1.0,0.2,4.0,2.8,29.8,,108,109,/players/b/bogdabo02.html,/teams/UTA/2020.html
49,48,Jonah Bolden,PF,24,PHI,2,0,5,9.6,9.6,1.000,0.0,0.0,,9.6,9.6,1.000,0.0,19.3,.000,0.0,0.0,0.0,0.0,9.6,0.0,9.6,0.0,19.3,,46,93,/players/b/boldejo01.html,/teams/PHI/2020.html
50,49,Jordan Bone,PG,22,DET,3,0,6,16.1,40.4,.400,0.0,8.1,.000,16.1,32.3,.500,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,16.1,16.1,32.3,,52,120,/players/b/bonejo01.html,/teams/DET/2020.html
51,50,Isaac Bonga,SF,20,WAS,26,19,410,3.8,8.4,.459,0.6,2.0,.278,3.3,6.3,.518,2.4,3.1,.778,2.5,5.7,8.1,3.4,1.9,0.6,1.8,6.2,10.6,,113,117,/players/b/bongais01.html,/teams/WAS/2020.html
52,51,Devin Booker,SG,23,PHO,29,29,1035,11.5,22.9,.504,2.5,7.0,.364,9.0,15.9,.565,6.7,7.5,.898,0.9,4.2,5.1,8.4,0.9,0.4,5.1,4.0,32.3,,112,114,/players/b/bookede01.html,/teams/PHO/2020.html
53,52,Chris Boucher,PF,27,TOR,30,0,387,7.9,16.9,.467,2.0,5.9,.333,5.9,11.0,.539,5.8,7.5,.770,6.9,8.8,15.7,1.7,1.1,3.0,1.4,6.0,23.5,,126,103,/players/b/bouchch01.html,/teams/TOR/2020.html
54,53,Brian Bowen,SG,21,IND,3,0,10,4.9,19.4,.250,0.0,4.9,.000,4.9,14.6,.333,0.0,0.0,,0.0,4.9,4.9,0.0,0.0,4.9,0.0,0.0,9.7,,54,106,/players/b/bowenbr02.html,/teams/IND/2020.html
55,54,Ky Bowman,PG,22,GSW,30,6,684,6.6,15.1,.435,2.0,5.3,.387,4.6,9.9,.461,1.5,1.7,.917,1.1,4.6,5.7,6.2,1.7,0.4,2.5,4.6,16.7,,105,114,/players/b/bowmaky01.html,/teams/GSW/2020.html
56,55,Avery Bradley,SG,29,LAL,19,14,454,6.6,15.5,.429,1.3,5.4,.235,5.4,10.1,.531,0.7,1.1,.700,1.2,3.9,5.1,2.5,1.7,0.1,2.5,5.0,15.3,,92,109,/players/b/bradlav01.html,/teams/LAL/2020.html
57,56,Tony Bradley,C,22,UTA,21,2,181,9.3,14.9,.625,0.0,0.0,,9.3,14.9,.625,2.9,4.2,.688,6.6,10.6,17.2,1.3,0.5,2.1,2.7,9.8,21.5,,123,105,/players/b/bradlto01.html,/teams/UTA/2020.html
58,57,Jarrell Brantley,PF,23,UTA,2,0,9,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,21.3,21.3,5.3,0.0,10.7,5.3,5.3,0.0,,47,89,/players/b/brantja01.html,/teams/UTA/2020.html
59,58,Ignas Brazdeikis,SF,21,NYK,8,0,48,5.1,20.3,.250,1.0,8.1,.125,4.1,12.2,.333,3.0,4.1,.750,2.0,3.0,5.1,2.0,0.0,1.0,2.0,3.0,14.2,,73,119,/players/b/brazdig01.html,/teams/NYK/2020.html
60,59,Mikal Bridges,SF,23,PHO,32,3,696,5.4,10.8,.500,1.1,3.6,.315,4.2,7.1,.594,3.0,3.7,.800,2.0,6.3,8.2,2.8,2.9,0.7,1.8,4.0,14.9,,116,108,/players/b/bridgmi01.html,/teams/PHO/2020.html
61,60,Miles Bridges,SF,21,CHO,35,35,1064,7.6,17.4,.439,2.4,6.9,.349,5.2,10.5,.498,1.9,2.5,.764,1.9,6.5,8.4,2.8,0.9,1.2,2.6,3.5,19.6,,102,114,/players/b/bridgmi02.html,/teams/CHO/2020.html
63,61,Oshae Brissett,SF,21,TOR,8,0,54,4.4,10.6,.417,0.9,2.6,.333,3.5,7.9,.444,0.0,0.0,,2.6,4.4,7.1,2.6,0.9,0.9,2.6,6.2,9.7,,90,109,/players/b/brissos01.html,/teams/TOR/2020.html
64,62,Ryan Broekhoff,SG,29,DAL,10,0,77,6.9,15.6,.440,6.3,12.5,.500,0.6,3.1,.200,3.1,3.8,.833,0.6,8.1,8.8,2.5,1.3,0.6,1.3,4.4,23.1,,130,109,/players/b/broekry01.html,/teams/DAL/2020.html
65,63,Malcolm Brogdon,PG,27,IND,26,26,816,10.2,22.5,.452,2.2,6.6,.333,8.0,15.9,.502,5.8,6.2,.933,1.0,6.0,7.0,11.8,1.4,0.3,4.2,3.2,28.4,,113,108,/players/b/brogdma01.html,/teams/IND/2020.html
66,64,Dillon Brooks,SG,24,MEM,34,34,942,8.5,21.0,.405,3.0,8.1,.366,5.5,12.9,.429,3.9,4.7,.832,1.7,4.1,5.7,3.4,1.8,0.6,2.8,6.4,23.9,,101,114,/players/b/brookdi01.html,/teams/MEM/2020.html
67,65,Bruce Brown,SG,23,DET,32,26,852,5.9,13.1,.452,1.1,3.1,.370,4.8,10.0,.477,2.3,3.7,.615,1.6,6.4,8.0,6.7,2.0,1.0,3.4,4.9,15.2,,103,111,/players/b/brownbr01.html,/teams/DET/2020.html
68,66,Charlie Brown,SG,22,ATL,4,0,16,2.9,8.7,.333,2.9,2.9,1.000,0.0,5.8,.000,11.6,11.6,1.000,5.8,2.9,8.7,0.0,0.0,2.9,0.0,0.0,20.3,,168,117,/players/b/brownch02.html,/teams/ATL/2020.html
69,67,Jaylen Brown,SF,23,BOS,27,27,906,11.0,21.3,.518,3.1,7.8,.400,7.9,13.5,.585,4.6,6.0,.752,1.4,8.6,10.1,3.4,1.6,0.5,2.9,4.4,29.7,,117,105,/players/b/brownja02.html,/teams/BOS/2020.html
70,68,Moses Brown,C,20,POR,4,0,15,9.4,22.0,.429,0.0,0.0,,9.4,22.0,.429,6.3,12.6,.500,6.3,22.0,28.3,0.0,3.1,0.0,3.1,12.6,25.2,,95,99,/players/b/brownmo01.html,/teams/POR/2020.html
71,69,Sterling Brown,SF,24,MIL,25,0,422,5.3,13.8,.386,2.4,7.2,.333,2.9,6.6,.443,2.2,2.9,.741,1.6,9.2,10.9,2.9,1.8,0.3,2.6,3.4,15.2,,98,101,/players/b/brownst02.html,/teams/MIL/2020.html
72,70,Troy Brown,SG,20,WAS,28,12,678,7.1,15.7,.452,1.2,4.1,.283,5.9,11.6,.512,2.5,3.3,.771,2.4,8.1,10.5,4.4,2.6,0.3,2.1,3.3,17.9,,108,114,/players/b/browntr01.html,/teams/WAS/2020.html
73,71,Jalen Brunson,PG,23,DAL,32,7,564,8.7,18.2,.479,2.1,6.2,.342,6.6,12.0,.550,2.6,3.5,.756,1.4,5.7,7.1,9.8,1.2,0.1,3.3,3.6,22.2,,116,111,/players/b/brunsja01.html,/teams/DAL/2020.html
74,72,Thomas Bryant,C,22,WAS,18,18,511,9.2,16.7,.549,0.9,3.2,.286,8.3,13.5,.611,3.5,4.8,.736,3.8,10.1,13.9,4.4,0.7,1.6,2.2,4.0,22.8,,122,116,/players/b/bryanth01.html,/teams/WAS/2020.html
75,73,Trey Burke,PG,27,PHI,16,0,237,8.5,18.3,.467,2.4,5.3,.462,6.1,13.0,.469,2.2,2.8,.786,2.4,3.1,5.5,8.1,1.4,0.2,1.6,2.8,21.8,,122,109,/players/b/burketr01.html,/teams/PHI/2020.html
76,74,Alec Burks,SG,28,GSW,31,12,901,8.6,20.2,.426,2.5,7.2,.348,6.1,13.0,.469,5.8,6.6,.887,1.1,6.2,7.3,4.9,2.1,0.5,2.4,3.6,25.6,,111,112,/players/b/burksal01.html,/teams/GSW/2020.html
77,75,Deonte Burton,SG,26,OKC,17,0,153,5.4,15.9,.340,1.6,7.6,.208,3.8,8.3,.462,1.0,1.6,.600,1.3,6.7,8.0,1.9,0.3,1.0,1.3,4.8,13.4,,85,111,/players/b/burtode02.html,/teams/OKC/2020.html
78,76,Jimmy Butler,SF,30,MIA,28,28,991,8.1,19.1,.426,1.2,4.3,.276,6.9,14.8,.469,10.7,12.9,.830,2.9,6.2,9.1,9.1,2.8,0.8,3.5,1.9,28.1,,120,105,/players/b/butleji01.html,/teams/MIA/2020.html
79,77,Bruno Caboclo,SF,24,MEM,21,0,190,6.9,16.7,.412,1.0,6.1,.160,5.9,10.6,.558,0.5,0.7,.667,4.2,6.6,10.8,2.5,2.5,2.9,1.7,5.6,15.2,,98,108,/players/c/cabocbr01.html,/teams/MEM/2020.html
80,78,Kentavious Caldwell-Pope,SG,26,LAL,33,19,838,6.5,13.7,.475,2.6,6.1,.430,3.9,7.6,.511,2.1,2.7,.787,1.1,3.0,4.1,3.4,1.5,0.4,1.8,3.4,17.8,,117,109,/players/c/caldwke01.html,/teams/LAL/2020.html
81,79,Vlatko Čančar,SF,22,DEN,3,0,5,0.0,9.9,.000,0.0,0.0,,0.0,9.9,.000,19.7,19.7,1.000,9.9,0.0,9.9,9.9,0.0,0.0,0.0,0.0,19.7,,152,114,/players/c/cancavl01.html,/teams/DEN/2020.html
82,80,Clint Capela,C,25,HOU,27,27,907,8.7,13.5,.642,0.0,0.0,,8.7,13.5,.642,1.7,3.6,.486,5.5,14.3,19.8,1.6,1.2,2.7,2.4,3.8,19.1,,123,104,/players/c/capelca01.html,/teams/HOU/2020.html
84,81,DeMarre Carroll,SF,33,SAS,13,0,131,3.3,10.1,.321,1.1,4.7,.231,2.2,5.4,.400,4.0,6.5,.611,2.5,8.3,10.9,3.6,0.7,0.7,3.6,6.9,11.6,,88,113,/players/c/carrode01.html,/teams/SAS/2020.html
85,82,Jevon Carter,PG,24,PHO,22,2,314,4.5,12.1,.370,2.4,6.9,.348,2.1,5.2,.400,0.9,1.2,.750,1.6,5.1,6.7,5.5,3.0,0.9,2.5,5.1,12.2,,99,108,/players/c/carteje01.html,/teams/PHO/2020.html
86,83,Vince Carter,SF,43,ATL,27,0,419,5.8,16.8,.344,3.2,11.1,.290,2.6,5.7,.451,1.1,1.7,.667,0.6,5.2,5.8,3.0,0.9,1.1,1.8,4.9,15.9,,91,116,/players/c/cartevi01.html,/teams/ATL/2020.html
87,84,Wendell Carter,C,20,CHI,33,33,991,7.2,13.1,.548,0.2,1.1,.227,6.9,12.0,.576,4.1,5.7,.720,5.4,10.1,15.5,1.8,1.2,1.4,2.5,6.3,18.7,,117,104,/players/c/cartewe01.html,/teams/CHI/2020.html
88,85,Michael Carter-Williams,SG,28,ORL,19,0,310,5.5,14.7,.376,1.1,4.7,.233,4.4,9.9,.444,3.5,4.9,.710,2.8,6.6,9.5,6.0,3.2,1.3,2.7,4.3,15.6,,100,104,/players/c/cartemi01.html,/teams/ORL/2020.html
89,86,Alex Caruso,PG,25,LAL,31,0,619,4.7,10.9,.433,1.6,4.9,.333,3.1,6.0,.513,2.2,2.9,.763,0.6,4.4,5.0,4.2,2.6,0.6,2.2,3.8,13.3,,106,106,/players/c/carusal01.html,/teams/LAL/2020.html
90,87,Willie Cauley-Stein,C,26,GSW,31,30,724,7.5,13.2,.570,0.0,0.0,,7.5,13.2,.570,1.7,2.7,.610,3.1,9.7,12.8,2.9,2.5,2.9,2.0,5.7,16.7,,113,106,/players/c/caulewi01.html,/teams/GSW/2020.html
91,88,Tyson Chandler,C,37,HOU,22,5,192,3.4,4.3,.778,0.0,0.0,,3.4,4.3,.778,1.4,3.1,.462,5.3,9.4,14.7,1.4,1.4,1.9,1.7,6.3,8.2,,136,107,/players/c/chandty01.html,/teams/HOU/2020.html
92,89,Wilson Chandler,SF,32,BRK,6,0,120,5.5,13.7,.400,0.8,6.6,.118,4.7,7.0,.667,0.8,0.8,1.000,0.4,10.2,10.6,3.1,1.6,0.4,2.7,3.9,12.5,,85,106,/players/c/chandwi01.html,/teams/BRK/2020.html
93,90,Zylan Cheatham,SF,24,NOP,2,0,20,2.3,9.3,.250,0.0,2.3,.000,2.3,7.0,.333,0.0,0.0,,0.0,7.0,7.0,2.3,0.0,0.0,2.3,7.0,4.7,,53,117,/players/c/cheatzy01.html,/teams/NOP/2020.html
94,91,Chris Chiozza,PG,24,WAS,10,0,123,3.8,12.8,.294,2.6,6.0,.438,1.1,6.8,.167,0.0,0.0,,0.0,5.7,5.7,10.5,3.8,0.8,3.4,4.5,10.2,,91,112,/players/c/chiozch01.html,/teams/WAS/2020.html
95,92,Marquese Chriss,PF,22,GSW,33,1,566,7.3,14.8,.491,0.3,1.8,.190,6.9,13.0,.532,5.7,7.1,.798,4.8,9.9,14.7,4.8,1.6,2.5,4.1,5.3,20.6,,110,109,/players/c/chrisma01.html,/teams/GSW/2020.html
96,93,Gary Clark,PF,25,HOU,17,0,208,4.9,12.9,.379,3.8,11.1,.340,1.1,1.8,.625,1.3,1.6,.857,2.5,6.2,8.7,2.7,0.4,1.6,0.4,4.7,14.9,,126,112,/players/c/clarkga01.html,/teams/HOU/2020.html
97,94,Brandon Clarke,PF,23,MEM,28,2,602,12.1,18.7,.647,1.2,2.7,.457,10.8,16.0,.680,2.8,3.6,.766,3.0,8.9,11.9,3.1,0.9,1.9,2.2,3.5,28.2,,128,112,/players/c/clarkbr01.html,/teams/MEM/2020.html
