,ranker,player,pos,age,team_id,g,gs,mp,fg_per_poss,fga_per_poss,fg_pct,fg3_per_poss,fg3a_per_poss,fg3_pct,fg2_per_poss,fg2a_per_poss,fg2_pct,ft_per_poss,fta_per_poss,ft_pct,orb_per_poss,drb_per_poss,trb_per_poss,ast_per_poss,stl_per_poss,blk_per_poss,tov_per_poss,pf_per_poss,pts_per_poss,,off_rtg,def_rtg,player_link,team_id_link
299,282,Trey Lyles,PF,24,SAS,31,21,529,5.0,11.3,.444,2.2,6.2,.362,2.8,5.1,.544,0.7,1.2,.615,3.0,12.6,15.7,3.7,0.7,1.0,1.8,3.1,13.0,,113,111,/players/l/lylestr01.html,/teams/SAS/2020.html
300,283,Daryl Macon,SG,24,MIA,4,0,14,3.5,10.4,.333,3.5,6.9,.500,0.0,3.5,.000,0.0,0.0,,0.0,0.0,0.0,3.5,0.0,0.0,6.9,3.5,10.4,,65,116,/players/m/maconda01.html,/teams/MIA/2020.html
301,284,Josh Magette,PG,30,ORL,4,0,12,12.2,28.6,.429,0.0,0.0,,12.2,28.6,.429,4.1,8.2,.500,4.1,8.2,12.2,8.2,8.2,0.0,12.2,0.0,28.6,,75,94,/players/m/magetjo01.html,/teams/ORL/2020.html
302,285,Ian Mahinmi,C,33,WAS,11,8,227,5.9,12.5,.475,0.2,1.6,.125,5.7,10.8,.528,4.9,7.8,.632,6.3,7.8,14.1,2.0,1.4,3.1,3.5,7.1,16.9,,107,113,/players/m/mahinia01.html,/teams/WAS/2020.html
303,286,Thon Maker,C,22,DET,31,3,344,4.9,9.9,.500,1.1,3.0,.381,3.8,6.9,.551,4.6,7.2,.647,2.7,5.8,8.4,2.0,1.3,2.5,2.5,6.1,15.6,,112,111,/players/m/makerth01.html,/teams/DET/2020.html
304,287,Terance Mann,SG,23,LAC,22,5,203,4.8,9.7,.500,0.5,2.1,.222,4.4,7.6,.576,1.8,2.3,.800,0.7,5.1,5.8,6.4,1.4,0.7,2.8,6.0,12.0,,109,108,/players/m/mannte01.html,/teams/LAC/2020.html
305,288,Boban Marjanović,C,31,DAL,15,1,143,10.4,19.9,.525,0.0,1.0,.000,10.4,18.9,.554,4.7,6.7,.700,5.1,15.2,20.2,2.4,0.7,1.0,4.0,7.7,25.6,,107,105,/players/m/marjabo01.html,/teams/DAL/2020.html
306,289,Lauri Markkanen,PF,22,CHI,33,33,995,7.9,18.9,.416,3.3,9.7,.337,4.6,9.2,.500,4.7,5.7,.824,1.7,8.8,10.5,2.7,1.3,1.0,2.8,3.2,23.7,,106,105,/players/m/markkla01.html,/teams/CHI/2020.html
307,290,Caleb Martin,SF,24,CHO,5,0,32,4.6,15.4,.300,0.0,4.6,.000,4.6,10.8,.429,4.6,7.7,.600,1.5,6.2,7.7,4.6,1.5,3.1,4.6,4.6,13.8,,75,110,/players/m/martica02.html,/teams/CHO/2020.html
308,291,Cody Martin,SF,24,CHO,26,0,392,4.4,10.9,.402,0.9,4.3,.206,3.5,6.7,.528,3.6,5.3,.690,1.6,7.3,8.9,4.1,2.8,0.5,1.9,5.3,13.3,,106,110,/players/m/martico01.html,/teams/CHO/2020.html
309,292,Kelan Martin,SF,24,MIN,12,0,174,6.7,18.0,.373,3.0,10.0,.297,3.8,8.1,.467,0.5,0.5,1.000,1.1,7.8,8.9,1.3,0.8,0.3,1.3,6.5,16.9,,94,113,/players/m/martike03.html,/teams/MIN/2020.html
310,293,Frank Mason,PG,25,MIL,4,0,18,2.5,17.8,.143,2.5,10.2,.250,0.0,7.6,.000,5.1,10.2,.500,2.5,2.5,5.1,12.7,2.5,0.0,2.5,5.1,12.7,,87,104,/players/m/masonfr01.html,/teams/MIL/2020.html
311,294,Garrison Mathews,SG,23,WAS,10,0,101,3.7,9.6,.381,3.2,8.7,.368,0.5,0.9,.500,3.2,3.7,.875,1.8,5.0,6.9,2.8,0.9,0.5,2.3,6.0,13.8,,114,119,/players/m/mathega01.html,/teams/WAS/2020.html
312,295,Wesley Matthews,SG,33,MIL,33,33,789,5.1,11.7,.431,3.0,8.0,.380,2.0,3.8,.538,1.8,2.3,.795,0.4,4.2,4.6,2.6,1.4,0.3,1.4,2.8,14.9,,113,106,/players/m/matthwe02.html,/teams/MIL/2020.html
313,296,Patrick McCaw,SF,24,TOR,12,6,319,4.5,9.6,.469,1.8,4.8,.375,2.7,4.8,.563,0.4,0.6,.750,1.0,3.3,4.3,3.3,2.2,0.1,2.4,3.0,11.2,,102,107,/players/m/mccawpa01.html,/teams/TOR/2020.html
314,297,CJ McCollum,SG,28,POR,33,33,1209,11.4,25.1,.455,3.5,9.3,.376,7.9,15.8,.501,2.5,3.0,.818,1.0,4.6,5.6,4.7,1.1,0.9,2.6,3.3,28.8,,109,114,/players/m/mccolcj01.html,/teams/POR/2020.html
315,298,T.J. McConnell,PG,27,IND,31,0,563,8.6,16.9,.510,0.3,0.9,.300,8.4,16.0,.522,1.2,1.5,.824,1.3,5.8,7.1,13.5,1.7,0.4,3.8,2.9,18.7,,111,107,/players/m/mccontj01.html,/teams/IND/2020.html
316,299,Jalen McDaniels,PF,22,CHO,2,0,7,14.1,35.2,.400,0.0,7.0,.000,14.1,28.1,.500,0.0,0.0,,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,28.1,,91,121,/players/m/mcdanja01.html,/teams/CHO/2020.html
317,300,Doug McDermott,PF,28,IND,33,0,697,8.4,17.7,.472,4.4,9.5,.460,4.0,8.1,.487,1.3,1.7,.792,1.1,5.4,6.5,2.6,0.3,0.2,1.7,4.4,22.4,,115,111,/players/m/mcderdo01.html,/teams/IND/2020.html
319,301,JaVale McGee,C,32,LAL,33,33,541,9.2,14.4,.638,0.1,0.1,1.000,9.1,14.3,.636,1.9,3.1,.629,5.7,11.5,17.2,1.8,1.4,4.4,2.3,6.9,20.5,,124,99,/players/m/mcgeeja01.html,/teams/LAL/2020.html
320,302,Rodney McGruder,SG,28,LAC,22,2,380,3.9,10.3,.381,2.0,6.3,.314,2.0,4.1,.485,0.7,1.5,.500,1.6,5.9,7.5,1.7,1.4,0.5,1.1,4.9,10.6,,102,108,/players/m/mcgruro01.html,/teams/LAC/2020.html
321,303,Alfonzo McKinnie,SF,27,CLE,21,0,202,4.8,13.2,.364,1.9,6.0,.320,2.9,7.2,.400,1.7,2.6,.636,2.6,6.5,9.1,0.7,1.7,0.7,2.2,5.3,13.2,,91,114,/players/m/mckinal01.html,/teams/CLE/2020.html
322,304,Jordan McLaughlin,PG,23,MIN,5,0,80,6.4,16.4,.393,2.3,8.2,.286,4.1,8.2,.500,2.3,2.3,1.000,0.6,4.7,5.3,7.0,2.3,0.0,2.3,2.9,17.6,,107,112,/players/m/mclaujo01.html,/teams/MIN/2020.html
323,305,Ben McLemore,SG,26,HOU,33,8,794,6.3,15.6,.404,4.7,13.3,.352,1.6,2.3,.700,2.1,2.6,.800,0.6,4.0,4.7,1.9,1.4,0.5,1.6,3.9,19.4,,114,113,/players/m/mclembe01.html,/teams/HOU/2020.html
324,306,Jordan McRae,SG,28,WAS,15,0,279,9.1,19.4,.470,3.0,6.8,.439,6.1,12.6,.487,3.8,4.7,.821,0.7,5.6,6.3,6.6,1.5,0.8,2.7,4.8,25.1,,115,117,/players/m/mcraejo01.html,/teams/WAS/2020.html
325,307,Nicolò Melli,C,29,NOP,26,3,370,5.4,13.7,.394,2.9,9.5,.307,2.5,4.3,.588,2.9,3.8,.767,1.8,5.9,7.7,3.3,1.8,0.6,2.3,5.7,16.6,,107,112,/players/m/mellini01.html,/teams/NOP/2020.html
326,308,De'Anthony Melton,PG,21,MEM,23,0,382,7.2,16.0,.450,1.6,4.4,.361,5.6,11.6,.484,4.3,5.0,.854,2.3,8.2,10.5,8.5,3.8,0.6,4.3,5.7,20.3,,108,107,/players/m/meltode01.html,/teams/MEM/2020.html
327,309,Chimezie Metu,PF,22,SAS,9,0,34,15.3,27.9,.550,0.0,0.0,,15.3,27.9,.550,2.8,5.6,.500,11.2,11.2,22.3,2.8,1.4,4.2,1.4,1.4,33.5,,121,106,/players/m/metuch01.html,/teams/SAS/2020.html
328,310,Khris Middleton,SF,28,MIL,27,24,755,11.5,23.4,.490,3.5,8.6,.408,8.0,14.8,.537,4.3,4.7,.897,1.5,7.7,9.2,6.3,1.6,0.3,3.3,3.8,30.7,,116,103,/players/m/middlkh01.html,/teams/MIL/2020.html
329,311,C.J. Miles,SG,32,WAS,10,0,161,5.5,17.0,.322,3.2,10.1,.314,2.3,6.9,.333,4.3,5.8,.750,1.2,2.3,3.5,3.5,2.9,1.2,1.2,4.0,18.4,,103,116,/players/m/milescj01.html,/teams/WAS/2020.html
330,312,Malcolm Miller,SF,26,TOR,18,1,108,2.6,8.4,.316,2.2,6.6,.333,0.4,1.8,.250,0.4,2.6,.167,0.4,5.7,6.2,3.1,1.8,0.9,1.3,4.4,7.9,,88,106,/players/m/millema01.html,/teams/TOR/2020.html
331,313,Patty Mills,PG,31,SAS,31,1,714,8.2,18.3,.451,4.5,10.9,.415,3.7,7.4,.505,2.7,3.5,.769,0.5,2.7,3.1,4.3,1.8,0.3,2.1,3.0,23.6,,114,114,/players/m/millspa02.html,/teams/SAS/2020.html
332,314,Paul Millsap,PF,34,DEN,28,28,697,8.6,17.7,.484,2.1,4.6,.462,6.4,13.1,.492,5.3,6.0,.882,3.7,7.7,11.4,2.8,1.7,1.4,2.6,5.4,24.6,,118,104,/players/m/millspa01.html,/teams/DEN/2020.html
333,315,Shake Milton,SG,23,PHI,10,0,83,7.6,20.9,.361,2.3,11.0,.211,5.2,9.9,.529,4.1,5.2,.778,0.6,4.1,4.6,4.1,0.6,0.0,7.0,7.6,21.5,,79,110,/players/m/miltosh01.html,/teams/PHI/2020.html
334,316,Donovan Mitchell,SG,23,UTA,32,32,1122,12.9,28.2,.458,3.0,8.6,.355,9.9,19.7,.503,5.7,6.8,.831,1.1,5.2,6.3,5.8,1.6,0.4,3.5,3.2,34.6,,109,108,/players/m/mitchdo01.html,/teams/UTA/2020.html
335,317,Naz Mitrou-Long,SG,26,IND,3,0,43,6.8,18.1,.375,2.3,12.4,.182,4.5,5.6,.800,0.0,0.0,,0.0,6.8,6.8,7.9,1.1,1.1,2.3,1.1,15.8,,94,107,/players/m/mitrona01.html,/teams/IND/2020.html
336,318,Adam Mokoka,G,21,CHI,1,0,3,0.0,31.8,.000,0.0,0.0,,0.0,31.8,.000,0.0,0.0,,31.8,0.0,31.8,0.0,0.0,0.0,0.0,0.0,0.0,,63,115,/players/m/mokokad01.html,/teams/CHI/2020.html
337,319,Malik Monk,SG,21,CHO,34,0,691,8.8,19.9,.441,2.4,8.8,.266,6.4,11.0,.581,2.8,3.4,.813,1.0,5.8,6.8,5.2,1.1,0.5,3.2,3.5,22.7,,102,115,/players/m/monkma01.html,/teams/CHO/2020.html
338,320,E'Twaun Moore,SG,30,NOP,22,3,440,9.0,20.9,.431,3.7,8.6,.432,5.3,12.3,.431,1.5,2.4,.609,1.8,5.3,7.1,3.7,1.3,0.2,1.4,3.6,23.2,,110,114,/players/m/mooreet01.html,/teams/NOP/2020.html
340,321,Ja Morant,PG,20,MEM,28,28,819,10.3,22.1,.466,1.4,3.6,.397,8.9,18.5,.480,5.7,7.3,.789,1.0,4.1,5.1,10.3,1.7,0.5,4.9,2.7,27.8,,107,115,/players/m/moranja01.html,/teams/MEM/2020.html
341,322,Juwan Morgan,PF,22,UTA,3,0,9,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,10.7,10.7,0.0,0.0,0.0,5.3,5.3,0.0,,0,109,/players/m/morgaju01.html,/teams/UTA/2020.html
342,323,Marcus Morris,SF,30,NYK,30,30,944,9.2,21.4,.429,4.0,8.8,.459,5.2,12.6,.408,5.9,6.8,.864,1.6,7.0,8.7,2.3,1.2,0.7,2.6,4.8,28.2,,113,114,/players/m/morrima03.html,/teams/NYK/2020.html
343,324,Markieff Morris,PF,30,DET,31,15,698,8.6,18.3,.470,3.7,9.0,.411,4.9,9.4,.526,2.4,3.3,.745,1.2,7.3,8.5,3.6,1.3,0.5,3.7,4.9,23.3,,105,113,/players/m/morrima02.html,/teams/DET/2020.html
344,325,Monte Morris,PG,24,DEN,32,0,563,7.5,18.0,.420,1.7,4.1,.404,5.9,13.8,.424,2.3,3.0,.765,0.8,3.6,4.4,9.0,1.8,0.7,1.8,2.2,19.0,,111,107,/players/m/morrimo01.html,/teams/DEN/2020.html
345,326,Johnathan Motley,PF,24,LAC,4,0,11,4.2,12.7,.333,4.2,4.2,1.000,0.0,8.5,.000,0.0,0.0,,4.2,4.2,8.5,12.7,12.7,0.0,12.7,12.7,12.7,,78,83,/players/m/motlejo01.html,/teams/LAC/2020.html
346,327,Emmanuel Mudiay,PG,23,UTA,29,0,476,8.3,17.4,.477,1.5,4.4,.341,6.8,12.9,.523,3.3,4.3,.767,0.9,6.7,7.6,6.9,0.9,0.7,4.6,4.8,21.4,,102,108,/players/m/mudiaem01.html,/teams/UTA/2020.html
347,328,Dejounte Murray,PG,23,SAS,28,20,662,8.4,17.2,.488,0.7,2.7,.270,7.7,14.5,.527,3.2,4.0,.786,2.2,9.5,11.7,8.2,3.7,0.6,4.7,4.9,20.6,,104,106,/players/m/murrade01.html,/teams/SAS/2020.html
348,329,Jamal Murray,PG,22,DEN,32,32,1023,9.9,22.9,.432,2.6,7.8,.327,7.3,15.1,.486,4.3,4.8,.909,1.4,5.3,6.7,7.1,2.1,0.4,3.5,2.7,26.7,,107,106,/players/m/murraja01.html,/teams/DEN/2020.html
349,330,Džanan Musa,SF,20,BRK,23,0,307,4.9,15.3,.320,1.4,7.6,.180,3.5,7.6,.460,3.5,4.7,.742,1.5,6.3,7.8,3.7,1.4,0.2,3.7,2.6,14.7,,84,109,/players/m/musadz01.html,/teams/BRK/2020.html
350,331,Mike Muscala,C,28,OKC,20,0,200,4.6,15.8,.292,2.9,11.7,.250,1.7,4.1,.412,2.2,2.4,.900,1.7,8.0,9.7,3.4,1.0,0.7,1.5,5.1,14.4,,94,109,/players/m/muscami01.html,/teams/OKC/2020.html
351,332,Sviatoslav Mykhailiuk,SF,22,DET,28,5,483,5.7,14.1,.404,4.4,10.3,.427,1.3,3.8,.342,1.1,1.4,.786,0.6,3.1,3.7,3.9,1.4,0.2,2.4,3.7,16.9,,107,115,/players/m/mykhasv01.html,/teams/DET/2020.html
352,333,Abdel Nader,SF,26,OKC,25,5,457,6.5,14.0,.466,2.8,7.2,.382,3.7,6.7,.556,2.8,3.5,.788,0.9,4.1,4.9,1.9,1.0,1.0,2.7,4.1,18.5,,106,111,/players/n/naderab01.html,/teams/OKC/2020.html
353,334,Larry Nance,C,27,CLE,29,5,715,6.4,12.9,.495,2.0,5.8,.341,4.4,7.1,.619,1.8,2.6,.667,3.4,10.7,14.1,2.9,1.5,1.0,1.9,3.1,16.5,,117,112,/players/n/nancela02.html,/teams/CLE/2020.html
354,335,Shabazz Napier,PG,28,MIN,18,4,340,5.9,17.9,.331,2.3,10.9,.215,3.6,7.0,.510,3.6,4.3,.839,0.6,4.8,5.4,9.2,2.9,0.6,4.4,2.9,17.8,,93,110,/players/n/napiesh01.html,/teams/MIN/2020.html
355,336,Raul Neto,PG,27,PHI,28,2,325,6.5,13.4,.489,2.4,5.2,.457,4.2,8.2,.509,0.9,1.2,.750,0.4,3.9,4.3,6.2,2.1,0.3,3.7,3.0,16.3,,104,107,/players/n/netora01.html,/teams/PHI/2020.html
356,337,Georges Niang,PF,26,UTA,26,0,310,6.7,14.7,.453,3.9,9.5,.410,2.8,5.3,.529,1.1,1.5,.700,0.9,6.0,7.0,1.7,0.6,0.5,2.0,5.4,18.3,,108,109,/players/n/niangge01.html,/teams/UTA/2020.html
357,338,Nerlens Noel,C,25,OKC,31,3,575,8.0,11.9,.671,0.0,0.0,,8.0,11.9,.671,4.5,5.5,.815,3.7,9.0,12.7,3.4,3.0,3.9,3.0,6.9,20.4,,129,100,/players/n/noelne01.html,/teams/OKC/2020.html
358,339,Zach Norvell,SG,22,LAL,2,0,5,0.0,9.6,.000,0.0,0.0,,0.0,9.6,.000,0.0,0.0,,0.0,9.6,9.6,0.0,0.0,0.0,0.0,0.0,0.0,,0,109,/players/n/norveza01.html,/teams/LAL/2020.html
359,340,Jaylen Nowell,SG,20,MIN,5,0,59,5.6,12.7,.438,0.0,7.1,.000,5.6,5.6,1.000,4.0,4.0,1.000,0.0,1.6,1.6,4.0,0.0,0.0,0.8,1.6,15.1,,114,119,/players/n/nowelja01.html,/teams/MIN/2020.html
361,341,Frank Ntilikina,PG,21,NYK,31,23,699,4.6,12.0,.382,1.8,5.4,.338,2.8,6.7,.417,1.5,1.7,.840,0.8,3.6,4.4,6.3,2.5,0.8,2.6,5.8,12.5,,100,113,/players/n/ntilila01.html,/teams/NYK/2020.html
362,342,Kendrick Nunn,SG,24,MIA,32,32,978,10.1,22.5,.449,3.3,9.4,.349,6.8,13.1,.521,2.0,2.5,.800,0.4,4.1,4.5,5.7,1.5,0.3,3.0,3.9,25.5,,104,109,/players/n/nunnke01.html,/teams/MIA/2020.html
363,343,David Nwaba,SF,27,BRK,20,0,268,6.5,12.4,.521,2.1,4.9,.429,4.4,7.5,.581,3.1,4.7,.667,1.4,6.5,7.9,1.4,1.9,2.1,1.4,5.6,18.2,,120,105,/players/n/nwabada01.html,/teams/BRK/2020.html
364,344,Royce O'Neale,PF,26,UTA,32,29,944,3.9,8.1,.478,2.2,4.9,.454,1.6,3.2,.516,0.7,0.9,.778,0.3,7.8,8.1,4.1,1.4,0.5,1.4,4.9,10.7,,120,106,/players/o/onealro01.html,/teams/UTA/2020.html
365,345,Kyle O'Quinn,C,29,PHI,18,0,170,6.8,13.6,.500,1.7,4.5,.375,5.1,9.1,.563,0.9,2.3,.375,5.4,11.9,17.3,6.5,0.6,3.7,4.5,6.8,16.2,,106,102,/players/o/oquinky01.html,/teams/PHI/2020.html
366,346,Semi Ojeleye,PF,25,BOS,29,4,434,2.9,7.5,.388,1.7,4.7,.357,1.2,2.8,.440,0.8,1.1,.700,1.1,5.1,6.3,1.6,1.2,0.2,0.7,3.9,8.3,,111,108,/players/o/ojelese01.html,/teams/BOS/2020.html
367,347,Jahlil Okafor,C,24,NOP,20,8,337,9.1,15.0,.611,0.1,0.3,.500,9.0,14.7,.613,3.9,6.0,.651,4.6,7.8,12.3,4.0,0.7,2.1,4.2,7.3,22.3,,114,112,/players/o/okafoja01.html,/teams/NOP/2020.html
368,348,Elie Okobo,PG,22,PHO,23,1,265,7.1,16.3,.435,2.3,6.2,.371,4.8,10.1,.474,4.8,7.4,.643,0.7,4.1,4.8,9.0,1.9,0.4,1.6,3.5,21.2,,118,112,/players/o/okoboel01.html,/teams/PHO/2020.html
369,349,Josh Okogie,SG,21,MIN,29,12,706,4.7,12.3,.384,1.3,4.8,.274,3.4,7.4,.455,4.5,5.8,.782,2.5,6.3,8.8,2.7,1.7,0.9,2.9,4.2,15.2,,101,111,/players/o/okogijo01.html,/teams/MIN/2020.html
370,350,KZ Okpala,SF,20,MIA,3,0,3,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,16.2,16.2,0.0,0.0,0.0,16.2,0.0,0.0,,0,107,/players/o/okpalkz01.html,/teams/MIA/2020.html
371,351,Kelly Olynyk,C,28,MIA,32,0,685,6.1,13.4,.455,3.4,8.0,.425,2.7,5.4,.500,3.2,3.6,.882,1.8,9.1,10.9,3.0,1.7,0.7,2.8,5.9,18.8,,114,106,/players/o/olynyke01.html,/teams/MIA/2020.html
372,352,Miye Oni,SG,22,UTA,3,0,8,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,6.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,,0,112,/players/o/onimi01.html,/teams/UTA/2020.html
373,353,Cedi Osman,SF,24,CLE,32,32,920,6.3,14.6,.428,2.7,7.5,.364,3.5,7.1,.496,1.4,2.3,.605,0.7,4.9,5.6,3.6,1.7,0.5,2.3,3.5,16.6,,103,115,/players/o/osmande01.html,/teams/CLE/2020.html
374,354,Kelly Oubre,SF,24,PHO,32,32,1057,8.7,19.5,.448,2.2,6.8,.318,6.6,12.7,.517,5.0,6.2,.801,1.8,6.9,8.6,2.3,2.0,1.1,2.4,4.6,24.6,,106,109,/players/o/oubreke01.html,/teams/PHO/2020.html
375,355,Jabari Parker,PF,24,ATL,31,23,822,11.1,21.9,.506,1.8,6.3,.277,9.3,15.6,.600,3.0,4.1,.736,2.9,7.8,10.7,3.1,2.3,0.8,3.4,5.1,26.9,,106,111,/players/p/parkeja01.html,/teams/ATL/2020.html
376,356,Chandler Parsons,SF,31,ATL,5,0,54,4.3,15.5,.278,3.4,12.1,.286,0.9,3.4,.250,0.0,0.0,,0.9,5.2,6.0,2.6,3.4,0.9,2.6,2.6,12.1,,77,111,/players/p/parsoch01.html,/teams/ATL/2020.html
377,357,Eric Paschall,PF,23,GSW,29,19,819,9.2,18.8,.492,1.2,3.8,.308,8.1,15.0,.539,5.2,6.6,.788,2.5,5.5,8.0,2.9,0.7,0.6,2.5,3.3,24.8,,111,116,/players/p/pascher01.html,/teams/GSW/2020.html
378,358,Anžejs Pasečņiks,C,24,WAS,6,0,127,7.7,13.9,.553,0.0,0.0,,7.7,13.9,.553,4.7,7.7,.619,4.4,5.8,10.2,1.5,0.7,0.0,1.8,6.6,20.1,,118,120,/players/p/pasecan01.html,/teams/WAS/2020.html
379,359,Patrick Patterson,PF,30,LAC,31,14,456,5.7,13.8,.415,4.1,10.4,.392,1.6,3.4,.485,1.7,2.5,.708,2.6,7.4,9.9,2.5,0.5,0.3,1.1,2.5,17.3,,122,109,/players/p/pattepa01.html,/teams/LAC/2020.html
380,360,Justin Patton,C,22,OKC,2,0,9,5.4,16.2,.333,0.0,5.4,.000,5.4,10.8,.500,0.0,0.0,,0.0,10.8,10.8,0.0,0.0,0.0,5.4,21.6,10.8,,49,110,/players/p/pattoju01.html,/teams/OKC/2020.html
382,361,Chris Paul,PG,34,OKC,32,32,1014,8.6,18.3,.468,2.4,6.6,.372,6.1,11.7,.523,5.9,6.5,.904,0.5,6.9,7.3,10.0,2.4,0.2,2.9,3.7,25.5,,122,107,/players/p/paulch01.html,/teams/OKC/2020.html
383,362,Elfrid Payton,PG,25,NYK,16,7,383,6.6,16.8,.394,1.1,3.8,.300,5.5,13.0,.422,1.4,2.2,.647,2.4,5.2,7.6,12.1,3.2,0.5,3.8,4.1,15.8,,101,111,/players/p/paytoel01.html,/teams/NYK/2020.html
384,363,Gary Payton,G,27,WAS,3,1,95,6.8,12.2,.560,2.4,3.9,.625,4.4,8.3,.529,1.0,2.0,.500,4.4,6.3,10.7,5.9,6.3,1.0,2.9,2.0,17.1,,124,106,/players/p/paytoga02.html,/teams/WAS/2020.html
385,364,Norvel Pelle,SF,26,PHI,7,0,63,4.6,6.9,.667,0.0,0.0,,4.6,6.9,.667,3.1,4.6,.667,3.1,11.5,14.5,3.1,0.0,6.9,4.6,9.2,12.2,,103,99,/players/p/pelleno01.html,/teams/PHI/2020.html
386,365,Theo Pinson,SG,24,BRK,21,0,283,6.1,20.7,.296,2.2,10.4,.206,4.0,10.3,.387,2.5,2.7,.938,1.3,5.5,6.8,6.6,1.7,0.3,4.5,4.5,16.9,,81,109,/players/p/pinsoth01.html,/teams/BRK/2020.html
387,366,Mason Plumlee,C,29,DEN,32,1,557,8.0,13.5,.588,0.0,0.4,.000,8.0,13.2,.604,4.2,7.2,.580,5.2,11.1,16.3,6.6,1.7,1.9,4.4,6.5,20.1,,113,101,/players/p/plumlma01.html,/teams/DEN/2020.html
388,367,Vincent Poirier,C,26,BOS,9,0,44,7.7,15.4,.500,0.0,0.0,,7.7,15.4,.500,1.1,2.2,.500,8.8,7.7,16.5,3.3,2.2,2.2,3.3,11.0,16.5,,109,101,/players/p/poirivi01.html,/teams/BOS/2020.html
389,368,Jakob Pöltl,C,24,SAS,31,7,568,6.1,10.3,.593,0.0,0.0,,6.1,10.3,.593,2.0,3.7,.545,5.3,9.9,15.1,4.4,1.5,3.8,2.3,4.4,14.2,,122,107,/players/p/poeltja01.html,/teams/SAS/2020.html
390,369,Shamorie Ponds,PG,21,TOR,3,0,9,10.6,21.2,.500,0.0,5.3,.000,10.6,15.9,.667,0.0,0.0,,0.0,5.3,5.3,10.6,0.0,5.3,0.0,10.6,21.2,,121,105,/players/p/pondssh01.html,/teams/TOR/2020.html
391,370,Jordan Poole,SG,20,GSW,29,9,630,4.8,18.8,.254,2.4,10.0,.242,2.4,8.8,.267,3.6,4.3,.839,0.3,4.0,4.3,4.0,1.3,0.5,2.4,3.6,15.6,,80,115,/players/p/poolejo01.html,/teams/GSW/2020.html
392,371,Kevin Porter,SF,19,CLE,31,1,670,7.1,16.0,.441,1.9,6.0,.313,5.2,10.0,.518,2.8,3.7,.765,0.7,6.5,7.2,4.4,2.0,0.4,3.9,5.8,18.9,,97,113,/players/p/porteke02.html,/teams/CLE/2020.html
393,372,Michael Porter,PF,21,DEN,23,1,223,10.6,21.7,.490,2.9,7.7,.371,7.7,13.9,.556,2.2,2.9,.769,4.6,9.7,14.4,2.2,0.7,1.8,3.1,6.6,26.3,,109,105,/players/p/portemi01.html,/teams/DEN/2020.html
394,373,Otto Porter,SF,26,CHI,9,9,226,7.4,17.7,.417,3.4,8.4,.400,4.0,9.3,.432,3.2,4.2,.750,1.7,4.9,6.5,3.0,1.9,0.6,1.5,4.2,21.3,,111,107,/players/p/porteot01.html,/teams/CHI/2020.html
395,374,Bobby Portis,C,24,NYK,33,2,710,8.6,19.9,.433,2.3,6.6,.354,6.3,13.4,.472,2.2,3.0,.727,3.3,9.9,13.2,2.7,1.4,0.6,2.3,4.2,21.8,,104,112,/players/p/portibo01.html,/teams/NYK/2020.html
396,375,Kristaps Porziņģis,PF,24,DAL,31,31,968,9.5,23.5,.403,3.4,9.8,.343,6.1,13.6,.445,4.3,6.0,.725,2.7,11.8,14.5,2.2,0.9,3.3,2.6,4.7,26.6,,103,104,/players/p/porzikr01.html,/teams/DAL/2020.html
397,376,Dwight Powell,C,28,DAL,29,26,757,6.0,9.9,.606,0.6,1.8,.310,5.4,8.0,.675,3.1,4.7,.649,3.3,6.9,10.2,2.7,1.6,1.0,1.6,4.6,15.6,,131,108,/players/p/poweldw01.html,/teams/DAL/2020.html
398,377,Norman Powell,SG,26,TOR,27,16,780,8.6,17.4,.493,3.1,8.0,.389,5.4,9.4,.582,3.5,4.2,.826,0.9,5.5,6.4,2.8,1.8,0.7,2.6,3.2,23.7,,113,106,/players/p/powelno01.html,/teams/TOR/2020.html
