,ranker,player,pos,age,team_id,g,gs,mp,fg_per_poss,fga_per_poss,fg_pct,fg3_per_poss,fg3a_per_poss,fg3_pct,fg2_per_poss,fg2a_per_poss,fg2_pct,ft_per_poss,fta_per_poss,ft_pct,orb_per_poss,drb_per_poss,trb_per_poss,ast_per_poss,stl_per_poss,blk_per_poss,tov_per_poss,pf_per_poss,pts_per_poss,,off_rtg,def_rtg,player_link,team_id_link
399,378,Julius Randle,PF,25,NYK,33,33,1057,10.4,22.8,.457,1.8,6.2,.291,8.6,16.6,.518,5.8,8.4,.698,3.5,10.0,13.4,5.0,1.1,0.2,4.4,4.1,28.4,,105,113,/players/r/randlju01.html,/teams/NYK/2020.html
400,379,Cam Reddish,SF,20,ATL,30,20,777,5.2,16.0,.326,1.9,7.1,.261,3.4,8.9,.378,2.7,3.5,.763,1.1,5.8,6.9,2.9,1.9,0.7,3.2,3.3,15.0,,83,114,/players/r/reddica01.html,/teams/ATL/2020.html
401,380,J.J. Redick,SG,35,NOP,32,28,909,7.9,17.9,.443,5.1,11.3,.452,2.8,6.5,.425,4.2,4.8,.882,0.4,4.3,4.7,3.2,0.6,0.3,2.0,2.7,25.2,,121,117,/players/r/redicjj01.html,/teams/NOP/2020.html
403,381,Naz Reid,C,20,MIN,2,0,4,11.7,23.4,.500,11.7,23.4,.500,0.0,0.0,,0.0,0.0,,0.0,11.7,11.7,0.0,0.0,0.0,0.0,11.7,35.1,,139,113,/players/r/reidna01.html,/teams/MIN/2020.html
404,382,Josh Richardson,SG,26,PHI,27,27,855,8.4,19.4,.433,2.8,7.6,.363,5.6,11.8,.478,3.0,4.0,.761,1.4,4.0,5.4,5.0,1.6,1.0,3.3,4.3,22.6,,103,107,/players/r/richajo01.html,/teams/PHI/2020.html
405,383,Austin Rivers,SG,27,HOU,31,2,730,5.9,14.5,.406,2.6,8.1,.320,3.3,6.4,.515,1.8,2.7,.690,1.1,3.8,5.0,3.2,1.1,0.4,1.3,3.9,16.3,,110,113,/players/r/riverau01.html,/teams/HOU/2020.html
406,384,Duncan Robinson,SF,25,MIA,32,27,865,7.3,14.9,.492,5.9,12.7,.465,1.5,2.2,.650,1.1,1.1,.950,0.3,5.3,5.5,1.6,1.1,0.6,1.1,5.0,21.6,,129,109,/players/r/robindu01.html,/teams/MIA/2020.html
407,385,Glenn Robinson,SF,26,GSW,33,33,1052,6.9,15.2,.455,1.9,4.9,.393,5.0,10.3,.485,1.8,2.1,.848,2.2,4.7,7.0,2.4,1.5,0.4,1.3,2.6,17.5,,111,115,/players/r/robingl02.html,/teams/GSW/2020.html
408,386,Jerome Robinson,SG,22,LAC,26,0,306,5.2,15.1,.343,2.0,7.0,.283,3.2,8.1,.396,0.9,2.0,.462,0.5,5.8,6.3,3.8,1.1,1.1,2.7,5.5,13.3,,84,108,/players/r/robinje01.html,/teams/LAC/2020.html
409,387,Justin Robinson,PG,22,WAS,8,0,45,5.1,11.3,.455,3.1,5.1,.600,2.1,6.2,.333,0.0,0.0,,1.0,4.1,5.1,6.2,0.0,1.0,3.1,2.1,13.4,,108,121,/players/r/robinju01.html,/teams/WAS/2020.html
410,388,Mitchell Robinson,C,21,NYK,29,7,653,8.9,12.9,.688,0.0,0.0,,8.9,12.9,.688,3.9,6.4,.616,6.9,8.5,15.4,1.1,1.7,4.2,1.4,7.7,21.7,,139,107,/players/r/robinmi01.html,/teams/NYK/2020.html
411,389,Rajon Rondo,PG,33,LAL,21,1,451,6.6,15.7,.419,2.5,6.5,.393,4.0,9.2,.437,1.5,2.0,.737,1.2,6.8,8.0,12.4,2.4,0.2,4.7,2.8,17.2,,106,105,/players/r/rondora01.html,/teams/LAL/2020.html
412,390,Derrick Rose,PG,31,DET,27,1,658,13.5,27.6,.491,1.9,6.0,.321,11.6,21.6,.537,4.2,4.8,.877,1.1,3.3,4.4,11.8,1.8,0.7,4.9,1.8,33.2,,111,114,/players/r/rosede01.html,/teams/DET/2020.html
413,391,Terrence Ross,SG,28,ORL,30,0,748,8.8,21.6,.409,4.1,12.0,.337,4.8,9.6,.500,3.9,4.5,.868,0.5,5.1,5.6,1.8,1.8,0.6,2.1,3.1,25.6,,103,109,/players/r/rosste01.html,/teams/ORL/2020.html
414,392,Terry Rozier,PG,25,CHO,35,35,1170,9.1,22.0,.415,3.6,9.5,.381,5.5,12.5,.441,3.6,4.3,.843,1.2,5.3,6.6,6.3,1.8,0.3,4.0,3.3,25.5,,103,114,/players/r/roziete01.html,/teams/CHO/2020.html
415,393,Ricky Rubio,PG,29,PHO,26,26,828,7.5,18.1,.413,1.8,5.5,.316,5.7,12.6,.455,4.0,4.7,.855,1.1,5.8,6.9,13.5,1.9,0.3,3.7,3.7,20.7,,111,111,/players/r/rubiori01.html,/teams/PHO/2020.html
416,394,D'Angelo Russell,SG,23,GSW,22,22,691,12.4,28.6,.433,5.1,14.1,.363,7.3,14.5,.502,5.5,7.1,.767,0.4,4.7,5.1,9.2,1.3,0.6,4.6,3.3,35.4,,107,115,/players/r/russeda01.html,/teams/GSW/2020.html
417,395,Domantas Sabonis,C,23,IND,31,31,1060,9.8,19.5,.504,0.4,1.5,.273,9.4,18.0,.523,4.6,6.3,.737,4.7,14.2,19.0,5.6,1.1,0.8,3.8,5.0,24.6,,110,102,/players/s/sabondo01.html,/teams/IND/2020.html
418,396,JaKarr Sampson,SF,26,IND,10,7,171,6.8,11.9,.571,0.6,2.8,.200,6.2,9.1,.688,0.6,2.0,.286,2.0,5.7,7.7,1.1,1.4,1.7,1.7,6.8,14.8,,106,106,/players/s/sampsja02.html,/teams/IND/2020.html
419,397,Dario Šarić,PF,25,PHO,32,32,880,7.1,16.0,.442,2.7,7.9,.336,4.4,8.1,.546,2.3,2.7,.863,2.9,9.4,12.3,3.6,1.3,0.5,2.4,4.5,19.2,,109,111,/players/s/saricda01.html,/teams/PHO/2020.html
420,398,Tomáš Satoranský,PG,28,CHI,33,33,931,6.2,13.5,.462,2.0,5.2,.396,4.2,8.3,.503,2.5,2.9,.857,1.6,4.8,6.5,8.9,2.6,0.3,3.5,3.1,17.0,,112,106,/players/s/satorto01.html,/teams/CHI/2020.html
421,399,Admiral Schofield,SF,22,WAS,18,2,222,4.4,11.1,.396,2.3,7.1,.324,2.1,4.0,.526,1.7,2.1,.800,0.8,4.4,5.2,2.5,1.5,0.6,1.3,6.7,12.7,,107,118,/players/s/schofad01.html,/teams/WAS/2020.html
422,400,Dennis Schröder,PG,26,OKC,31,0,935,11.3,24.1,.469,2.9,8.3,.346,8.4,15.8,.533,4.2,5.1,.825,0.4,5.8,6.2,6.0,1.1,0.5,4.8,3.5,29.6,,102,110,/players/s/schrode01.html,/teams/OKC/2020.html
424,401,Mike Scott,PF,31,PHI,35,4,654,5.8,13.3,.431,3.2,9.1,.358,2.5,4.3,.586,0.9,1.1,.800,1.7,6.6,8.3,1.6,0.8,0.1,1.0,3.3,15.6,,114,109,/players/s/scottmi01.html,/teams/PHI/2020.html
425,402,Thabo Sefolosha,PF,35,HOU,23,0,227,3.3,9.8,.333,1.6,5.9,.276,1.6,3.9,.421,0.0,0.2,.000,2.5,7.4,9.8,3.1,1.8,0.8,1.4,4.3,8.2,,98,109,/players/s/sefolth01.html,/teams/HOU/2020.html
426,403,Collin Sexton,SG,21,CLE,32,32,979,11.0,24.5,.448,1.3,4.7,.274,9.7,19.8,.489,5.1,6.2,.817,1.7,3.5,5.1,3.8,1.5,0.1,3.3,3.3,28.3,,103,116,/players/s/sextoco01.html,/teams/CLE/2020.html
427,404,Landry Shamet,SG,22,LAC,17,11,462,5.1,11.8,.427,3.5,8.8,.402,1.5,3.0,.500,2.1,2.2,.955,0.1,2.9,3.0,2.7,0.8,0.4,1.6,5.2,15.8,,117,111,/players/s/shamela01.html,/teams/LAC/2020.html
428,405,Iman Shumpert,SG,29,BRK,13,0,241,4.1,12.5,.328,1.6,6.4,.242,2.5,6.0,.419,0.8,1.4,.571,1.8,4.9,6.6,2.3,2.3,0.4,1.9,4.1,10.5,,85,108,/players/s/shumpim01.html,/teams/BRK/2020.html
429,406,Pascal Siakam,PF,25,TOR,27,27,989,12.2,26.7,.457,3.2,8.2,.392,9.0,18.5,.486,5.0,6.2,.813,1.8,8.6,10.5,4.7,1.3,1.3,3.5,3.7,32.7,,107,104,/players/s/siakapa01.html,/teams/TOR/2020.html
430,407,Chris Silva,PF,23,MIA,25,0,237,7.0,10.4,.667,0.0,0.4,.000,7.0,10.0,.694,5.7,8.2,.700,9.0,9.2,18.2,3.1,1.2,3.1,5.7,12.7,19.6,,118,103,/players/s/silvach01.html,/teams/MIA/2020.html
431,408,Ben Simmons,PG,23,PHI,33,33,1161,8.1,14.4,.561,0.1,0.2,.400,8.0,14.2,.563,3.5,6.0,.579,2.3,7.3,9.6,11.9,3.1,0.9,4.9,4.7,19.7,,112,102,/players/s/simmobe01.html,/teams/PHI/2020.html
432,409,Anfernee Simons,SG,20,POR,33,1,722,7.9,18.7,.420,2.7,7.9,.339,5.2,10.8,.479,2.4,3.1,.771,0.9,4.5,5.4,2.9,0.9,0.3,1.9,4.6,20.8,,104,115,/players/s/simonan01.html,/teams/POR/2020.html
433,410,Alen Smailagić,F,19,GSW,2,0,24,8.0,12.0,.667,0.0,4.0,.000,8.0,8.0,1.000,2.0,2.0,1.000,2.0,10.0,12.0,2.0,0.0,2.0,0.0,6.0,18.0,,148,113,/players/s/smailal01.html,/teams/GSW/2020.html
434,411,Marcus Smart,SG,25,BOS,21,15,659,6.2,16.3,.380,3.2,9.6,.328,3.0,6.6,.456,2.3,2.7,.838,1.5,3.7,5.2,6.8,2.1,0.7,1.9,3.5,17.8,,112,107,/players/s/smartma01.html,/teams/BOS/2020.html
435,412,Dennis Smith,PG,22,NYK,21,1,339,5.9,18.1,.325,1.7,5.9,.293,4.2,12.2,.341,2.2,4.3,.500,1.9,4.4,6.3,8.2,1.4,1.0,4.3,6.3,15.6,,85,114,/players/s/smithde03.html,/teams/NYK/2020.html
436,413,Ish Smith,PG,31,WAS,31,12,783,7.5,16.7,.449,1.8,4.7,.380,5.7,12.1,.475,1.4,2.1,.667,0.9,4.3,5.1,7.6,1.4,0.8,2.3,2.8,18.2,,108,119,/players/s/smithis01.html,/teams/WAS/2020.html
437,414,Tony Snell,SF,28,DET,29,27,758,5.3,11.8,.451,3.6,8.6,.425,1.7,3.2,.520,0.8,0.8,1.000,0.4,2.9,3.3,2.5,0.9,0.3,0.9,3.1,15.0,,121,117,/players/s/snellto01.html,/teams/DET/2020.html
438,415,Omari Spellman,PF,22,GSW,31,0,515,6.9,16.1,.428,1.8,5.0,.352,5.1,11.1,.462,3.6,4.5,.813,5.7,8.7,14.4,2.4,1.6,1.6,3.3,2.8,19.2,,105,111,/players/s/spellom01.html,/teams/GSW/2020.html
439,416,Max Strus,SG,23,CHI,2,0,6,15.9,23.8,.667,0.0,7.9,.000,15.9,15.9,1.000,7.9,7.9,1.000,7.9,0.0,7.9,0.0,0.0,0.0,0.0,7.9,39.7,,153,115,/players/s/strusma01.html,/teams/CHI/2020.html
440,417,Edmond Sumner,PG,24,IND,10,2,151,5.8,14.5,.400,1.3,4.8,.267,4.5,9.6,.467,1.3,2.3,.571,2.3,2.9,5.1,5.8,2.6,1.3,1.9,5.5,14.1,,101,106,/players/s/sumneed01.html,/teams/IND/2020.html
441,418,Caleb Swanigan,PF,22,SAC,5,0,13,3.8,7.6,.500,0.0,0.0,,3.8,7.6,.500,3.8,7.6,.500,3.8,15.3,19.1,0.0,3.8,7.6,15.3,11.4,11.4,,48,92,/players/s/swanica01.html,/teams/SAC/2020.html
442,419,Jayson Tatum,PF,21,BOS,30,30,1024,10.9,26.1,.420,3.5,9.8,.359,7.4,16.3,.456,4.8,5.7,.842,1.7,8.2,9.9,4.1,1.9,1.1,3.2,3.2,30.2,,105,104,/players/t/tatumja01.html,/teams/BOS/2020.html
443,420,Jeff Teague,PG,31,MIN,27,13,793,7.2,15.9,.452,1.7,4.4,.378,5.5,11.6,.480,6.6,7.7,.862,0.8,3.7,4.5,10.2,1.2,0.6,3.6,3.4,22.7,,118,114,/players/t/teaguje01.html,/teams/MIN/2020.html
445,421,Garrett Temple,SG,33,BRK,31,22,903,6.0,15.6,.383,3.4,10.4,.328,2.5,5.1,.495,1.6,2.1,.756,0.9,4.5,5.5,4.0,1.5,0.8,1.9,3.0,17.0,,105,109,/players/t/templga01.html,/teams/BRK/2020.html
446,422,Daniel Theis,C,27,BOS,27,26,581,6.5,12.1,.538,0.8,2.3,.321,5.8,9.8,.590,2.2,3.1,.703,3.6,10.1,13.7,3.2,1.1,3.4,1.8,7.4,15.9,,121,101,/players/t/theisda01.html,/teams/BOS/2020.html
447,423,Isaiah Thomas,PG,30,WAS,22,19,561,9.1,21.1,.430,4.0,9.3,.425,5.1,11.8,.434,3.1,3.7,.844,0.4,2.9,3.3,8.7,0.8,0.4,3.9,3.9,25.3,,107,121,/players/t/thomais02.html,/teams/WAS/2020.html
448,424,Khyri Thomas,SG,23,DET,2,0,6,0.0,0.0,,0.0,0.0,,0.0,0.0,,8.1,16.1,.500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.1,,123,121,/players/t/thomakh01.html,/teams/DET/2020.html
449,425,Matt Thomas,SG,25,TOR,12,0,136,7.0,13.0,.541,4.9,9.1,.538,2.1,3.9,.545,1.1,1.8,.600,0.4,4.2,4.6,1.4,1.4,0.0,1.4,4.2,20.0,,127,109,/players/t/thomama02.html,/teams/TOR/2020.html
450,426,Tristan Thompson,C,28,CLE,31,31,972,8.4,16.7,.503,0.1,0.3,.429,8.3,16.4,.505,2.8,4.8,.577,6.1,9.5,15.6,3.5,1.2,1.5,2.8,3.5,19.8,,109,112,/players/t/thomptr01.html,/teams/CLE/2020.html
451,427,Matisse Thybulle,SG,22,PHI,30,3,529,4.5,10.2,.438,2.8,6.1,.463,1.6,4.1,.400,1.5,2.2,.667,0.7,2.2,2.9,3.4,3.9,2.0,2.6,5.7,13.2,,105,101,/players/t/thybuma01.html,/teams/PHI/2020.html
452,428,Anthony Tolliver,PF,34,POR,23,8,379,3.2,9.5,.342,2.6,7.6,.344,0.6,1.9,.333,1.4,1.7,.786,1.9,6.4,8.2,2.2,0.9,0.7,2.4,4.4,10.5,,98,114,/players/t/tollian01.html,/teams/POR/2020.html
453,429,Karl-Anthony Towns,C,24,MIN,23,23,779,12.4,24.2,.514,4.9,11.8,.418,7.5,12.4,.604,6.8,8.5,.796,3.8,12.4,16.2,6.1,1.4,1.7,4.3,4.8,36.6,,123,107,/players/t/townska01.html,/teams/MIN/2020.html
454,430,Gary Trent,SG,21,POR,20,1,217,5.2,14.1,.369,3.7,9.4,.395,1.5,4.8,.318,0.9,0.9,1.000,1.1,4.1,5.2,2.0,1.5,0.7,1.5,3.9,15.0,,104,114,/players/t/trentga02.html,/teams/POR/2020.html
455,431,Allonzo Trier,PG,24,NYK,16,1,205,8.1,15.7,.515,3.6,8.8,.405,4.5,6.9,.655,7.4,9.3,.795,0.2,5.0,5.2,5.0,0.5,0.9,4.7,5.5,27.1,,117,116,/players/t/trieral01.html,/teams/NYK/2020.html
456,432,P.J. Tucker,PF,34,HOU,33,33,1190,4.2,8.8,.480,2.3,5.8,.389,2.0,3.0,.654,0.9,1.2,.767,2.1,7.3,9.4,1.8,1.6,0.5,1.4,4.3,11.6,,122,110,/players/t/tuckepj01.html,/teams/HOU/2020.html
457,433,Evan Turner,PG,31,ATL,18,0,230,4.9,12.7,.381,0.0,1.0,.000,4.9,11.7,.414,2.4,2.8,.857,1.4,5.9,7.3,7.3,1.6,1.6,5.1,3.6,12.1,,84,113,/players/t/turneev01.html,/teams/ATL/2020.html
458,434,Myles Turner,C,23,IND,25,25,731,7.2,15.9,.454,2.7,7.3,.364,4.6,8.6,.531,2.8,3.9,.724,2.3,7.2,9.5,2.0,1.0,3.5,2.3,4.1,19.9,,108,104,/players/t/turnemy01.html,/teams/IND/2020.html
459,435,Jonas Valančiūnas,C,27,MEM,31,31,774,11.4,19.3,.594,1.1,2.5,.439,10.4,16.8,.616,3.0,4.0,.742,4.9,13.2,18.1,3.6,0.5,1.6,3.9,4.8,26.9,,116,111,/players/v/valanjo01.html,/teams/MEM/2020.html
460,436,Denzel Valentine,SF,26,CHI,19,0,243,9.0,21.6,.418,5.3,13.3,.397,3.7,8.2,.452,1.0,1.0,1.000,0.6,6.9,7.5,3.9,2.5,1.0,2.2,5.1,24.3,,106,104,/players/v/valende01.html,/teams/CHI/2020.html
461,437,Jarred Vanderbilt,SF,20,DEN,3,0,9,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,11.0,11.0,5.5,0.0,0.0,5.5,0.0,0.0,,44,108,/players/v/vandeja01.html,/teams/DEN/2020.html
462,438,Fred VanVleet,PG,25,TOR,28,28,1021,7.7,19.4,.398,3.3,8.8,.378,4.4,10.6,.414,5.0,5.8,.871,0.3,4.7,5.0,9.1,2.7,0.3,3.3,2.8,23.8,,110,105,/players/v/vanvlfr01.html,/teams/TOR/2020.html
463,439,Noah Vonleh,C,24,MIN,22,1,284,5.8,10.9,.530,0.2,2.1,.077,5.6,8.7,.642,3.3,4.0,.833,4.6,10.2,14.8,3.8,1.5,0.8,2.8,5.1,15.0,,117,109,/players/v/vonleno01.html,/teams/MIN/2020.html
464,440,Nikola Vučević,C,29,ORL,21,21,654,10.9,24.4,.448,2.2,6.7,.337,8.7,17.7,.489,3.7,4.7,.794,4.0,13.0,17.1,5.5,1.4,1.6,1.8,3.0,27.8,,112,104,/players/v/vucevni01.html,/teams/ORL/2020.html
466,441,Dean Wade,PF,23,CLE,3,0,18,2.7,5.4,.500,2.7,2.7,1.000,0.0,2.7,.000,0.0,0.0,,0.0,5.4,5.4,0.0,2.7,0.0,0.0,8.1,8.1,,148,113,/players/w/wadede01.html,/teams/CLE/2020.html
467,442,Moritz Wagner,C,22,WAS,21,4,429,10.0,17.3,.581,2.4,6.0,.393,7.7,11.2,.683,3.9,4.6,.837,3.7,10.0,13.7,3.0,1.6,1.4,4.6,8.7,26.4,,115,114,/players/w/wagnemo01.html,/teams/WAS/2020.html
468,443,Kemba Walker,PG,29,BOS,29,29,939,11.1,25.8,.430,5.5,13.8,.397,5.6,12.0,.468,6.0,6.9,.873,1.2,4.6,5.8,7.7,1.3,0.9,3.5,2.4,33.7,,117,108,/players/w/walkeke02.html,/teams/BOS/2020.html
469,444,Lonnie Walker,SG,21,SAS,23,0,234,8.9,19.9,.449,1.6,4.7,.348,7.3,15.2,.480,2.6,4.5,.591,1.8,5.7,7.5,2.4,1.2,0.6,3.0,4.9,22.1,,95,114,/players/w/walkelo01.html,/teams/SAS/2020.html
470,445,Tyrone Wallace,SG,25,ATL,14,0,160,4.1,12.8,.318,0.3,4.4,.067,3.8,8.4,.448,3.2,4.9,.647,0.9,5.5,6.4,3.8,2.0,0.3,2.9,5.5,11.6,,79,114,/players/w/wallaty01.html,/teams/ATL/2020.html
471,446,Taurean Waller-Prince,SF,25,BRK,31,31,942,6.8,18.1,.376,3.8,10.3,.369,3.0,7.9,.386,1.4,1.9,.763,1.2,8.8,10.1,3.4,1.3,0.6,3.2,4.3,18.9,,94,107,/players/p/princta02.html,/teams/BRK/2020.html
472,447,Derrick Walton,PG,24,LAC,16,0,151,3.4,6.8,.500,1.9,4.3,.429,1.5,2.5,.625,1.9,2.2,.857,0.6,2.5,3.1,5.3,1.2,0.0,0.9,3.7,10.5,,142,111,/players/w/waltode01.html,/teams/LAC/2020.html
473,448,Brad Wanamaker,PG,30,BOS,30,0,560,5.5,12.6,.438,1.2,3.4,.359,4.3,9.3,.467,5.3,5.9,.897,1.0,4.4,5.5,7.4,1.8,0.7,3.0,4.7,17.6,,116,107,/players/w/wanambr01.html,/teams/BOS/2020.html
474,449,T.J. Warren,SF,26,IND,33,33,1069,10.5,21.2,.497,1.8,5.0,.360,8.7,16.2,.539,3.6,4.3,.842,1.3,4.2,5.4,1.8,1.5,0.6,1.9,3.8,26.5,,111,108,/players/w/warretj01.html,/teams/IND/2020.html
475,450,PJ Washington,PF,21,CHO,30,30,889,7.7,15.9,.483,2.4,5.8,.413,5.3,10.2,.522,2.9,4.3,.667,1.5,7.1,8.6,2.8,1.6,1.6,2.2,4.4,20.7,,110,112,/players/w/washipj01.html,/teams/CHO/2020.html
476,451,Yuta Watanabe,SG,25,MEM,4,0,18,7.8,15.5,.500,2.6,5.2,.500,5.2,10.4,.500,0.0,0.0,,2.6,10.4,13.0,0.0,0.0,2.6,2.6,2.6,18.1,,100,112,/players/w/watanyu01.html,/teams/MEM/2020.html
477,452,Tremont Waters,PG,22,BOS,3,0,28,8.7,20.8,.417,3.5,12.1,.286,5.2,8.7,.600,3.5,3.5,1.000,0.0,3.5,3.5,5.2,1.7,3.5,6.9,5.2,24.3,,89,104,/players/w/watertr01.html,/teams/BOS/2020.html
478,453,Russell Westbrook,PG,31,HOU,29,29,1025,11.8,27.7,.424,1.5,6.6,.234,10.2,21.2,.483,6.6,8.3,.792,2.1,8.5,10.7,9.3,2.0,0.5,5.8,4.9,31.6,,103,109,/players/w/westbru01.html,/teams/HOU/2020.html
479,454,Coby White,SG,19,CHI,33,0,791,8.2,22.2,.370,3.7,10.7,.345,4.5,11.5,.393,2.4,3.0,.800,0.6,6.4,7.1,4.5,1.4,0.2,3.0,2.5,22.5,,94,108,/players/w/whiteco01.html,/teams/CHI/2020.html
480,455,Derrick White,SG,25,SAS,29,10,685,7.0,14.8,.472,1.9,4.8,.400,5.1,10.0,.507,3.6,4.6,.788,0.9,4.6,5.5,6.4,1.1,1.2,2.5,4.4,19.5,,114,114,/players/w/whitede01.html,/teams/SAS/2020.html
481,456,Hassan Whiteside,C,30,POR,30,30,876,10.3,16.9,.608,0.1,0.1,.500,10.2,16.8,.609,4.3,5.6,.760,6.0,15.5,21.6,2.0,0.7,4.4,3.3,4.8,24.9,,122,104,/players/w/whiteha01.html,/teams/POR/2020.html
482,457,Andrew Wiggins,SF,24,MIN,26,26,931,12.1,27.0,.446,2.9,8.8,.326,9.2,18.3,.504,5.4,7.2,.748,1.6,5.4,7.0,4.3,0.9,1.5,3.2,3.2,32.4,,106,113,/players/w/wiggian01.html,/teams/MIN/2020.html
483,458,Grant Williams,PF,21,BOS,28,1,428,3.6,9.9,.368,0.6,4.2,.135,3.1,5.7,.540,2.3,2.8,.800,2.3,4.8,7.0,3.1,1.1,1.7,2.4,7.0,10.1,,95,107,/players/w/willigr01.html,/teams/BOS/2020.html
484,459,Johnathan Williams,F,24,WAS,2,1,46,4.0,6.0,.667,0.0,0.0,,4.0,6.0,.667,3.0,3.0,1.000,4.0,7.1,11.1,4.0,0.0,1.0,0.0,3.0,11.1,,177,120,/players/w/willijo04.html,/teams/WAS/2020.html
485,460,Kenrich Williams,PF,25,NOP,32,18,753,3.0,8.6,.353,1.5,5.8,.266,1.5,2.8,.533,0.6,1.5,.375,3.0,7.6,10.7,3.2,1.4,1.3,1.3,4.7,8.2,,104,111,/players/w/willike04.html,/teams/NOP/2020.html
487,461,Lou Williams,SG,33,LAC,32,4,968,9.6,23.3,.413,2.7,7.5,.353,7.0,15.8,.442,7.4,8.7,.845,0.6,4.1,4.6,9.6,1.1,0.2,4.7,2.3,29.3,,108,110,/players/w/willilo02.html,/teams/LAC/2020.html
488,462,Marvin Williams,PF,33,CHO,30,0,623,6.2,13.0,.479,2.9,7.3,.398,3.3,5.7,.583,2.6,2.9,.892,1.0,5.6,6.6,2.5,1.7,1.1,1.7,4.4,18.0,,119,113,/players/w/willima02.html,/teams/CHO/2020.html
489,463,Robert Williams,C,22,BOS,19,1,269,6.0,8.8,.673,0.0,0.0,,6.0,8.8,.673,1.4,2.5,.571,4.1,11.5,15.7,3.8,3.1,3.8,2.9,6.1,13.3,,121,96,/players/w/williro04.html,/teams/BOS/2020.html
490,464,Nigel Williams-Goss,PG,25,UTA,7,0,22,0.0,10.9,.000,0.0,2.2,.000,0.0,8.7,.000,4.4,4.4,1.000,2.2,2.2,4.4,4.4,0.0,2.2,2.2,2.2,4.4,,58,111,/players/w/willini01.html,/teams/UTA/2020.html
491,465,D.J. Wilson,PF,23,MIL,18,0,202,7.0,15.0,.470,2.5,8.9,.282,4.5,6.1,.741,0.5,0.7,.667,1.4,8.2,9.5,3.2,0.0,0.7,2.5,3.9,17.0,,104,106,/players/w/wilsodj01.html,/teams/MIL/2020.html
492,466,Justise Winslow,SF,23,MIA,10,5,337,7.2,18.3,.394,0.9,3.7,.231,6.3,14.5,.436,2.6,3.9,.667,2.3,7.9,10.2,6.2,0.9,0.6,3.3,5.2,17.8,,95,108,/players/w/winslju01.html,/teams/MIA/2020.html
493,467,Christian Wood,PF,24,DET,29,0,451,10.6,17.1,.623,1.8,4.6,.395,8.8,12.5,.707,5.9,9.0,.655,4.2,11.0,15.1,1.9,1.0,2.5,3.1,3.0,29.0,,125,109,/players/w/woodch01.html,/teams/DET/2020.html
494,468,Delon Wright,SG,27,DAL,30,2,614,6.9,13.8,.500,1.5,4.0,.373,5.4,9.8,.552,3.2,3.7,.872,2.0,6.4,8.4,7.8,3.6,0.7,1.7,2.7,18.5,,130,105,/players/w/wrighde01.html,/teams/DAL/2020.html
495,469,Thaddeus Young,PF,31,CHI,32,0,698,7.6,19.3,.397,2.3,7.2,.324,5.3,12.1,.441,1.6,2.6,.605,3.3,6.5,9.8,4.0,2.3,0.5,3.4,4.1,19.2,,94,105,/players/y/youngth01.html,/teams/CHI/2020.html
496,470,Trae Young,PG,21,ATL,31,31,1082,12.4,27.9,.444,4.6,12.4,.368,7.8,15.5,.504,8.6,10.2,.845,0.7,5.0,5.7,11.0,1.6,0.1,6.3,2.0,38.0,,110,116,/players/y/youngtr01.html,/teams/ATL/2020.html
497,471,Cody Zeller,C,27,CHO,32,20,758,9.5,17.5,.543,1.0,3.4,.283,8.5,14.0,.606,4.4,6.5,.680,6.1,9.7,15.8,2.6,1.4,0.9,3.1,5.3,24.4,,116,111,/players/z/zelleco01.html,/teams/CHO/2020.html
498,472,Ante Žižić,C,23,CLE,10,0,96,9.1,15.6,.581,0.0,0.0,,9.1,15.6,.581,4.5,5.0,.900,3.5,9.1,12.6,0.0,1.0,1.5,0.5,5.5,22.7,,133,113,/players/z/zizican01.html,/teams/CLE/2020.html
499,473,Ivica Zubac,C,22,LAC,34,32,587,8.8,15.0,.590,0.0,0.2,.000,8.8,14.8,.597,5.4,7.3,.739,6.6,11.2,17.8,2.5,0.6,2.5,2.5,6.5,23.1,,128,104,/players/z/zubaciv01.html,/teams/LAC/2020.html
